"","CoB","ethgrp","age","population","sex","year"
"980","UK-born","Mixed/Other","0",4748,"M",2011
"981","UK-born","Mixed/Other","1",4547,"M",2011
"982","UK-born","Mixed/Other","2",4105,"M",2011
"983","UK-born","Mixed/Other","3",3965,"M",2011
"984","UK-born","Mixed/Other","4",3788,"M",2011
"985","UK-born","Mixed/Other","5",3632,"M",2011
"986","UK-born","Mixed/Other","6",3196,"M",2011
"987","UK-born","Mixed/Other","7",2995,"M",2011
"988","UK-born","Mixed/Other","8",2473,"M",2011
"989","UK-born","Mixed/Other","9",2522,"M",2011
"990","UK-born","Mixed/Other","10",2276,"M",2011
"991","UK-born","Mixed/Other","11",2196,"M",2011
"992","UK-born","Mixed/Other","12",2004,"M",2011
"993","UK-born","Mixed/Other","13",1870,"M",2011
"994","UK-born","Mixed/Other","14",1909,"M",2011
"995","UK-born","Mixed/Other","15",1775,"M",2011
"996","UK-born","Mixed/Other","16",1672,"M",2011
"997","UK-born","Mixed/Other","17",1676,"M",2011
"998","UK-born","Mixed/Other","18",1587,"M",2011
"999","UK-born","Mixed/Other","19",1422,"M",2011
"1000","UK-born","Mixed/Other","20",1647,"M",2011
"1001","UK-born","Mixed/Other","21",1604,"M",2011
"1002","UK-born","Mixed/Other","22",1587,"M",2011
"1003","UK-born","Mixed/Other","23",1355,"M",2011
"1004","UK-born","Mixed/Other","24",1268,"M",2011
"1005","UK-born","Mixed/Other","25",1451,"M",2011
"1006","UK-born","Mixed/Other","26",1277,"M",2011
"1007","UK-born","Mixed/Other","27",1338,"M",2011
"1008","UK-born","Mixed/Other","28",1366,"M",2011
"1009","UK-born","Mixed/Other","29",1411,"M",2011
"1010","UK-born","Mixed/Other","30",1387,"M",2011
"1011","UK-born","Mixed/Other","31",1304,"M",2011
"1012","UK-born","Mixed/Other","32",1131,"M",2011
"1013","UK-born","Mixed/Other","33",1072,"M",2011
"1014","UK-born","Mixed/Other","34",968,"M",2011
"1015","UK-born","Mixed/Other","35",866,"M",2011
"1016","UK-born","Mixed/Other","36",820,"M",2011
"1017","UK-born","Mixed/Other","37",805,"M",2011
"1018","UK-born","Mixed/Other","38",766,"M",2011
"1019","UK-born","Mixed/Other","39",684,"M",2011
"1020","UK-born","Mixed/Other","40",628,"M",2011
"1021","UK-born","Mixed/Other","41",573,"M",2011
"1022","UK-born","Mixed/Other","42",574,"M",2011
"1023","UK-born","Mixed/Other","43",567,"M",2011
"1024","UK-born","Mixed/Other","44",499,"M",2011
"1025","UK-born","Mixed/Other","45",446,"M",2011
"1026","UK-born","Mixed/Other","46",397,"M",2011
"1027","UK-born","Mixed/Other","47",433,"M",2011
"1028","UK-born","Mixed/Other","48",390,"M",2011
"1029","UK-born","Mixed/Other","49",335,"M",2011
"1030","UK-born","Mixed/Other","50",279,"M",2011
"1031","UK-born","Mixed/Other","51",230,"M",2011
"1032","UK-born","Mixed/Other","52",232,"M",2011
"1033","UK-born","Mixed/Other","53",220,"M",2011
"1034","UK-born","Mixed/Other","54",163,"M",2011
"1035","UK-born","Mixed/Other","55",134,"M",2011
"1036","UK-born","Mixed/Other","56",152,"M",2011
"1037","UK-born","Mixed/Other","57",133,"M",2011
"1038","UK-born","Mixed/Other","58",113,"M",2011
"1039","UK-born","Mixed/Other","59",102,"M",2011
"1040","UK-born","Mixed/Other","60",109,"M",2011
"1041","UK-born","Mixed/Other","61",96,"M",2011
"1042","UK-born","Mixed/Other","62",101,"M",2011
"1043","UK-born","Mixed/Other","63",101,"M",2011
"1044","UK-born","Mixed/Other","64",92,"M",2011
"1045","UK-born","Mixed/Other","65",73,"M",2011
"1046","UK-born","Mixed/Other","66",58,"M",2011
"1047","UK-born","Mixed/Other","67",64,"M",2011
"1048","UK-born","Mixed/Other","68",60,"M",2011
"1049","UK-born","Mixed/Other","69",50,"M",2011
"1050","UK-born","Mixed/Other","70",35,"M",2011
"1051","UK-born","Mixed/Other","71",45,"M",2011
"1052","UK-born","Mixed/Other","72",42,"M",2011
"1053","UK-born","Mixed/Other","73",39,"M",2011
"1054","UK-born","Mixed/Other","74",22,"M",2011
"1055","UK-born","Mixed/Other","75",22,"M",2011
"1056","UK-born","Mixed/Other","76",19,"M",2011
"1057","UK-born","Mixed/Other","77",31,"M",2011
"1058","UK-born","Mixed/Other","78",22,"M",2011
"1059","UK-born","Mixed/Other","79",27,"M",2011
"1060","UK-born","Mixed/Other","80",27,"M",2011
"1061","UK-born","Mixed/Other","81",25,"M",2011
"1062","UK-born","Mixed/Other","82",21,"M",2011
"1063","UK-born","Mixed/Other","83",20,"M",2011
"1064","UK-born","Mixed/Other","84",15,"M",2011
"1065","UK-born","Mixed/Other","85-89",47,"M",2011
"1066","UK-born","Mixed/Other","90-94",19,"M",2011
"1067","UK-born","Mixed/Other","95-99",6,"M",2011
"1068","UK-born","Mixed/Other","100",1,"M",2011
"1069","Non UK-born","White","0",540,"M",2011
"1070","Non UK-born","White","1",1276,"M",2011
"1071","Non UK-born","White","2",1736,"M",2011
"1072","Non UK-born","White","3",2098,"M",2011
"1073","Non UK-born","White","4",2281,"M",2011
"1074","Non UK-born","White","5",2298,"M",2011
"1075","Non UK-born","White","6",2283,"M",2011
"1076","Non UK-born","White","7",2458,"M",2011
"1077","Non UK-born","White","8",2558,"M",2011
"1078","Non UK-born","White","9",2656,"M",2011
"1079","Non UK-born","White","10",2783,"M",2011
"1080","Non UK-born","White","11",2877,"M",2011
"1081","Non UK-born","White","12",3077,"M",2011
"1082","Non UK-born","White","13",3313,"M",2011
"1083","Non UK-born","White","14",3674,"M",2011
"1084","Non UK-born","White","15",3734,"M",2011
"1085","Non UK-born","White","16",3807,"M",2011
"1086","Non UK-born","White","17",4028,"M",2011
"1087","Non UK-born","White","18",4975,"M",2011
"1088","Non UK-born","White","19",5207,"M",2011
"1089","Non UK-born","White","20",5765,"M",2011
"1090","Non UK-born","White","21",5918,"M",2011
"1091","Non UK-born","White","22",6019,"M",2011
"1092","Non UK-born","White","23",6750,"M",2011
"1093","Non UK-born","White","24",7166,"M",2011
"1094","Non UK-born","White","25",8158,"M",2011
"1095","Non UK-born","White","26",8549,"M",2011
"1096","Non UK-born","White","27",9100,"M",2011
"1097","Non UK-born","White","28",9411,"M",2011
"1098","Non UK-born","White","29",9327,"M",2011
"1099","Non UK-born","White","30",9333,"M",2011
"1100","Non UK-born","White","31",8865,"M",2011
"1101","Non UK-born","White","32",8952,"M",2011
"1102","Non UK-born","White","33",8986,"M",2011
"1103","Non UK-born","White","34",9036,"M",2011
"1104","Non UK-born","White","35",9078,"M",2011
"1105","Non UK-born","White","36",9216,"M",2011
"1106","Non UK-born","White","37",9321,"M",2011
"1107","Non UK-born","White","38",9493,"M",2011
"1108","Non UK-born","White","39",9584,"M",2011
"1109","Non UK-born","White","40",9746,"M",2011
"1110","Non UK-born","White","41",9624,"M",2011
"1111","Non UK-born","White","42",9256,"M",2011
"1112","Non UK-born","White","43",9438,"M",2011
"1113","Non UK-born","White","44",9925,"M",2011
"1114","Non UK-born","White","45",9806,"M",2011
"1115","Non UK-born","White","46",10008,"M",2011
"1116","Non UK-born","White","47",10134,"M",2011
"1117","Non UK-born","White","48",9932,"M",2011
"1118","Non UK-born","White","49",9354,"M",2011
"1119","Non UK-born","White","50",9524,"M",2011
"1120","Non UK-born","White","51",9156,"M",2011
"1121","Non UK-born","White","52",9032,"M",2011
"1122","Non UK-born","White","53",8988,"M",2011
"1123","Non UK-born","White","54",8769,"M",2011
"1124","Non UK-born","White","55",8785,"M",2011
"1125","Non UK-born","White","56",8621,"M",2011
"1126","Non UK-born","White","57",8477,"M",2011
"1127","Non UK-born","White","58",8740,"M",2011
"1128","Non UK-born","White","59",8584,"M",2011
"1129","Non UK-born","White","60",8464,"M",2011
"1130","Non UK-born","White","61",8741,"M",2011
"1131","Non UK-born","White","62",9158,"M",2011
"1132","Non UK-born","White","63",9601,"M",2011
"1133","Non UK-born","White","64",8949,"M",2011
"1134","Non UK-born","White","65",7700,"M",2011
"1135","Non UK-born","White","66",7626,"M",2011
"1136","Non UK-born","White","67",7722,"M",2011
"1137","Non UK-born","White","68",7188,"M",2011
"1138","Non UK-born","White","69",6958,"M",2011
"1139","Non UK-born","White","70",6939,"M",2011
"1140","Non UK-born","White","71",6835,"M",2011
"1141","Non UK-born","White","72",6602,"M",2011
"1142","Non UK-born","White","73",6379,"M",2011
"1143","Non UK-born","White","74",6068,"M",2011
"1144","Non UK-born","White","75",5852,"M",2011
"1145","Non UK-born","White","76",5449,"M",2011
"1146","Non UK-born","White","77",5191,"M",2011
"1147","Non UK-born","White","78",4743,"M",2011
"1148","Non UK-born","White","79",4729,"M",2011
"1149","Non UK-born","White","80",4465,"M",2011
"1150","Non UK-born","White","81",4102,"M",2011
"1151","Non UK-born","White","82",3761,"M",2011
"1152","Non UK-born","White","83",3618,"M",2011
"1153","Non UK-born","White","84",3423,"M",2011
"1154","Non UK-born","White","85-89",11687,"M",2011
"1155","Non UK-born","White","90-94",3167,"M",2011
"1156","Non UK-born","White","95-99",599,"M",2011
"1157","Non UK-born","White","100",51,"M",2011
"1158","Non UK-born","White","0",1448,"M",2011
"1159","Non UK-born","White","1",2796,"M",2011
"1160","Non UK-born","White","2",3955,"M",2011
"1161","Non UK-born","White","3",4452,"M",2011
"1162","Non UK-born","White","4",5078,"M",2011
"1163","Non UK-born","White","5",5920,"M",2011
"1164","Non UK-born","White","6",5946,"M",2011
"1165","Non UK-born","White","7",6276,"M",2011
"1166","Non UK-born","White","8",6034,"M",2011
"1167","Non UK-born","White","9",6146,"M",2011
"1168","Non UK-born","White","10",6277,"M",2011
"1169","Non UK-born","White","11",6502,"M",2011
"1170","Non UK-born","White","12",6505,"M",2011
"1171","Non UK-born","White","13",6532,"M",2011
"1172","Non UK-born","White","14",6589,"M",2011
"1173","Non UK-born","White","15",6864,"M",2011
"1174","Non UK-born","White","16",6762,"M",2011
"1175","Non UK-born","White","17",6954,"M",2011
"1176","Non UK-born","White","18",7443,"M",2011
"1177","Non UK-born","White","19",9865,"M",2011
"1178","Non UK-born","White","20",13031,"M",2011
"1179","Non UK-born","White","21",14583,"M",2011
"1180","Non UK-born","White","22",16766,"M",2011
"1181","Non UK-born","White","23",18988,"M",2011
"1182","Non UK-born","White","24",22832,"M",2011
"1183","Non UK-born","White","25",27973,"M",2011
"1184","Non UK-born","White","26",31743,"M",2011
"1185","Non UK-born","White","27",35761,"M",2011
"1186","Non UK-born","White","28",38197,"M",2011
"1187","Non UK-born","White","29",39054,"M",2011
"1188","Non UK-born","White","30",39994,"M",2011
"1189","Non UK-born","White","31",38764,"M",2011
"1190","Non UK-born","White","32",36242,"M",2011
"1191","Non UK-born","White","33",33491,"M",2011
"1192","Non UK-born","White","34",31975,"M",2011
"1193","Non UK-born","White","35",28818,"M",2011
"1194","Non UK-born","White","36",26631,"M",2011
"1195","Non UK-born","White","37",24062,"M",2011
"1196","Non UK-born","White","38",22079,"M",2011
"1197","Non UK-born","White","39",20299,"M",2011
"1198","Non UK-born","White","40",18795,"M",2011
"1199","Non UK-born","White","41",17281,"M",2011
"1200","Non UK-born","White","42",15952,"M",2011
"1201","Non UK-born","White","43",14946,"M",2011
"1202","Non UK-born","White","44",13635,"M",2011
"1203","Non UK-born","White","45",12911,"M",2011
"1204","Non UK-born","White","46",12202,"M",2011
"1205","Non UK-born","White","47",11583,"M",2011
"1206","Non UK-born","White","48",10592,"M",2011
"1207","Non UK-born","White","49",10125,"M",2011
"1208","Non UK-born","White","50",9769,"M",2011
"1209","Non UK-born","White","51",9331,"M",2011
"1210","Non UK-born","White","52",8743,"M",2011
"1211","Non UK-born","White","53",8036,"M",2011
"1212","Non UK-born","White","54",7609,"M",2011
"1213","Non UK-born","White","55",7198,"M",2011
"1214","Non UK-born","White","56",6571,"M",2011
"1215","Non UK-born","White","57",5813,"M",2011
"1216","Non UK-born","White","58",5592,"M",2011
"1217","Non UK-born","White","59",5352,"M",2011
"1218","Non UK-born","White","60",5092,"M",2011
"1219","Non UK-born","White","61",4842,"M",2011
"1220","Non UK-born","White","62",4835,"M",2011
"1221","Non UK-born","White","63",4709,"M",2011
"1222","Non UK-born","White","64",4631,"M",2011
"1223","Non UK-born","White","65",3911,"M",2011
"1224","Non UK-born","White","66",3715,"M",2011
"1225","Non UK-born","White","67",3540,"M",2011
"1226","Non UK-born","White","68",3289,"M",2011
"1227","Non UK-born","White","69",2984,"M",2011
"1228","Non UK-born","White","70",3086,"M",2011
"1229","Non UK-born","White","71",3137,"M",2011
"1230","Non UK-born","White","72",2756,"M",2011
"1231","Non UK-born","White","73",2612,"M",2011
"1232","Non UK-born","White","74",2563,"M",2011
"1233","Non UK-born","White","75",2281,"M",2011
"1234","Non UK-born","White","76",2019,"M",2011
"1235","Non UK-born","White","77",1857,"M",2011
"1236","Non UK-born","White","78",1732,"M",2011
"1237","Non UK-born","White","79",1640,"M",2011
"1238","Non UK-born","White","80",1567,"M",2011
"1239","Non UK-born","White","81",1458,"M",2011
"1240","Non UK-born","White","82",1352,"M",2011
"1241","Non UK-born","White","83",1334,"M",2011
"1242","Non UK-born","White","84",1677,"M",2011
"1243","Non UK-born","White","85-89",5854,"M",2011
"1244","Non UK-born","White","90-94",1526,"M",2011
"1245","Non UK-born","White","95-99",349,"M",2011
"1246","Non UK-born","White","100",43,"M",2011
"1247","Non UK-born","Mixed/Other","0",287,"M",2011
"1248","Non UK-born","Mixed/Other","1",625,"M",2011
"1249","Non UK-born","Mixed/Other","2",897,"M",2011
"1250","Non UK-born","Mixed/Other","3",1075,"M",2011
"1251","Non UK-born","Mixed/Other","4",1220,"M",2011
"1252","Non UK-born","Mixed/Other","5",1216,"M",2011
"1253","Non UK-born","Mixed/Other","6",1148,"M",2011
"1254","Non UK-born","Mixed/Other","7",1225,"M",2011
"1255","Non UK-born","Mixed/Other","8",1180,"M",2011
"1256","Non UK-born","Mixed/Other","9",1318,"M",2011
"1257","Non UK-born","Mixed/Other","10",1381,"M",2011
"1258","Non UK-born","Mixed/Other","11",1412,"M",2011
"1259","Non UK-born","Mixed/Other","12",1464,"M",2011
"1260","Non UK-born","Mixed/Other","13",1596,"M",2011
"1261","Non UK-born","Mixed/Other","14",1619,"M",2011
"1262","Non UK-born","Mixed/Other","15",1540,"M",2011
"1263","Non UK-born","Mixed/Other","16",1562,"M",2011
"1264","Non UK-born","Mixed/Other","17",1648,"M",2011
"1265","Non UK-born","Mixed/Other","18",1803,"M",2011
"1266","Non UK-born","Mixed/Other","19",1881,"M",2011
"1267","Non UK-born","Mixed/Other","20",2119,"M",2011
"1268","Non UK-born","Mixed/Other","21",2159,"M",2011
"1269","Non UK-born","Mixed/Other","22",2113,"M",2011
"1270","Non UK-born","Mixed/Other","23",2226,"M",2011
"1271","Non UK-born","Mixed/Other","24",2235,"M",2011
"1272","Non UK-born","Mixed/Other","25",2673,"M",2011
"1273","Non UK-born","Mixed/Other","26",2825,"M",2011
"1274","Non UK-born","Mixed/Other","27",2951,"M",2011
"1275","Non UK-born","Mixed/Other","28",3098,"M",2011
"1276","Non UK-born","Mixed/Other","29",2886,"M",2011
"1277","Non UK-born","Mixed/Other","30",2928,"M",2011
"1278","Non UK-born","Mixed/Other","31",2961,"M",2011
"1279","Non UK-born","Mixed/Other","32",2982,"M",2011
"1280","Non UK-born","Mixed/Other","33",2835,"M",2011
"1281","Non UK-born","Mixed/Other","34",2841,"M",2011
"1282","Non UK-born","Mixed/Other","35",2549,"M",2011
"1283","Non UK-born","Mixed/Other","36",2409,"M",2011
"1284","Non UK-born","Mixed/Other","37",2253,"M",2011
"1285","Non UK-born","Mixed/Other","38",2225,"M",2011
"1286","Non UK-born","Mixed/Other","39",2107,"M",2011
"1287","Non UK-born","Mixed/Other","40",2000,"M",2011
"1288","Non UK-born","Mixed/Other","41",1834,"M",2011
"1289","Non UK-born","Mixed/Other","42",1778,"M",2011
"1290","Non UK-born","Mixed/Other","43",1591,"M",2011
"1291","Non UK-born","Mixed/Other","44",1551,"M",2011
"1292","Non UK-born","Mixed/Other","45",1516,"M",2011
"1293","Non UK-born","Mixed/Other","46",1449,"M",2011
"1294","Non UK-born","Mixed/Other","47",1377,"M",2011
"1295","Non UK-born","Mixed/Other","48",1310,"M",2011
"1296","Non UK-born","Mixed/Other","49",1224,"M",2011
"1297","Non UK-born","Mixed/Other","50",1248,"M",2011
"1298","Non UK-born","Mixed/Other","51",1163,"M",2011
"1299","Non UK-born","Mixed/Other","52",1027,"M",2011
"1300","Non UK-born","Mixed/Other","53",1053,"M",2011
"1301","Non UK-born","Mixed/Other","54",972,"M",2011
"1302","Non UK-born","Mixed/Other","55",1004,"M",2011
"1303","Non UK-born","Mixed/Other","56",952,"M",2011
"1304","Non UK-born","Mixed/Other","57",839,"M",2011
"1305","Non UK-born","Mixed/Other","58",834,"M",2011
"1306","Non UK-born","Mixed/Other","59",754,"M",2011
"1307","Non UK-born","Mixed/Other","60",704,"M",2011
"1308","Non UK-born","Mixed/Other","61",727,"M",2011
"1309","Non UK-born","Mixed/Other","62",667,"M",2011
"1310","Non UK-born","Mixed/Other","63",606,"M",2011
"1311","Non UK-born","Mixed/Other","64",622,"M",2011
"1312","Non UK-born","Mixed/Other","65",611,"M",2011
"1313","Non UK-born","Mixed/Other","66",611,"M",2011
"1314","Non UK-born","Mixed/Other","67",579,"M",2011
"1315","Non UK-born","Mixed/Other","68",594,"M",2011
"1316","Non UK-born","Mixed/Other","69",583,"M",2011
"1317","Non UK-born","Mixed/Other","70",577,"M",2011
"1318","Non UK-born","Mixed/Other","71",568,"M",2011
"1319","Non UK-born","Mixed/Other","72",554,"M",2011
"1320","Non UK-born","Mixed/Other","73",541,"M",2011
"1321","Non UK-born","Mixed/Other","74",509,"M",2011
"1322","Non UK-born","Mixed/Other","75",481,"M",2011
"1323","Non UK-born","Mixed/Other","76",442,"M",2011
"1324","Non UK-born","Mixed/Other","77",435,"M",2011
"1325","Non UK-born","Mixed/Other","78",377,"M",2011
"1326","Non UK-born","Mixed/Other","79",294,"M",2011
"1327","Non UK-born","Mixed/Other","80",302,"M",2011
"1328","Non UK-born","Mixed/Other","81",291,"M",2011
"1329","Non UK-born","Mixed/Other","82",258,"M",2011
"1330","Non UK-born","Mixed/Other","83",198,"M",2011
"1331","Non UK-born","Mixed/Other","84",191,"M",2011
"1332","Non UK-born","Mixed/Other","85-89",526,"M",2011
"1333","Non UK-born","Mixed/Other","90-94",136,"M",2011
"1334","Non UK-born","Mixed/Other","95-99",43,"M",2011
"1335","Non UK-born","Mixed/Other","100",1,"M",2011
"1336","Non UK-born","Indian","0",565,"M",2011
"1337","Non UK-born","Indian","1",1046,"M",2011
"1338","Non UK-born","Indian","2",1248,"M",2011
"1339","Non UK-born","Indian","3",1320,"M",2011
"1340","Non UK-born","Indian","4",1473,"M",2011
"1341","Non UK-born","Indian","5",1377,"M",2011
"1342","Non UK-born","Indian","6",1420,"M",2011
"1343","Non UK-born","Indian","7",1522,"M",2011
"1344","Non UK-born","Indian","8",1558,"M",2011
"1345","Non UK-born","Indian","9",1491,"M",2011
"1346","Non UK-born","Indian","10",1545,"M",2011
"1347","Non UK-born","Indian","11",1533,"M",2011
"1348","Non UK-born","Indian","12",1448,"M",2011
"1349","Non UK-born","Indian","13",1436,"M",2011
"1350","Non UK-born","Indian","14",1476,"M",2011
"1351","Non UK-born","Indian","15",1423,"M",2011
"1352","Non UK-born","Indian","16",1380,"M",2011
"1353","Non UK-born","Indian","17",1476,"M",2011
"1354","Non UK-born","Indian","18",1972,"M",2011
"1355","Non UK-born","Indian","19",2660,"M",2011
"1356","Non UK-born","Indian","20",3021,"M",2011
"1357","Non UK-born","Indian","21",3833,"M",2011
"1358","Non UK-born","Indian","22",5649,"M",2011
"1359","Non UK-born","Indian","23",6754,"M",2011
"1360","Non UK-born","Indian","24",7317,"M",2011
"1361","Non UK-born","Indian","25",8188,"M",2011
"1362","Non UK-born","Indian","26",8425,"M",2011
"1363","Non UK-born","Indian","27",8171,"M",2011
"1364","Non UK-born","Indian","28",8468,"M",2011
"1365","Non UK-born","Indian","29",9169,"M",2011
"1366","Non UK-born","Indian","30",9134,"M",2011
"1367","Non UK-born","Indian","31",9632,"M",2011
"1368","Non UK-born","Indian","32",9639,"M",2011
"1369","Non UK-born","Indian","33",9203,"M",2011
"1370","Non UK-born","Indian","34",9584,"M",2011
"1371","Non UK-born","Indian","35",9153,"M",2011
"1372","Non UK-born","Indian","36",8485,"M",2011
"1373","Non UK-born","Indian","37",7591,"M",2011
"1374","Non UK-born","Indian","38",7504,"M",2011
"1375","Non UK-born","Indian","39",7089,"M",2011
"1376","Non UK-born","Indian","40",6425,"M",2011
"1377","Non UK-born","Indian","41",6444,"M",2011
"1378","Non UK-born","Indian","42",6240,"M",2011
"1379","Non UK-born","Indian","43",6139,"M",2011
"1380","Non UK-born","Indian","44",5946,"M",2011
"1381","Non UK-born","Indian","45",6304,"M",2011
"1382","Non UK-born","Indian","46",6444,"M",2011
"1383","Non UK-born","Indian","47",6708,"M",2011
"1384","Non UK-born","Indian","48",6888,"M",2011
"1385","Non UK-born","Indian","49",7272,"M",2011
"1386","Non UK-born","Indian","50",7709,"M",2011
"1387","Non UK-born","Indian","51",7689,"M",2011
"1388","Non UK-born","Indian","52",7543,"M",2011
"1389","Non UK-born","Indian","53",7546,"M",2011
"1390","Non UK-born","Indian","54",7724,"M",2011
"1391","Non UK-born","Indian","55",7752,"M",2011
"1392","Non UK-born","Indian","56",7677,"M",2011
"1393","Non UK-born","Indian","57",7173,"M",2011
"1394","Non UK-born","Indian","58",7186,"M",2011
"1395","Non UK-born","Indian","59",6377,"M",2011
"1396","Non UK-born","Indian","60",6053,"M",2011
"1397","Non UK-born","Indian","61",5620,"M",2011
"1398","Non UK-born","Indian","62",5209,"M",2011
"1399","Non UK-born","Indian","63",4674,"M",2011
"1400","Non UK-born","Indian","64",4076,"M",2011
"1401","Non UK-born","Indian","65",3629,"M",2011
"1402","Non UK-born","Indian","66",3400,"M",2011
"1403","Non UK-born","Indian","67",3390,"M",2011
"1404","Non UK-born","Indian","68",3472,"M",2011
"1405","Non UK-born","Indian","69",3276,"M",2011
"1406","Non UK-born","Indian","70",3368,"M",2011
"1407","Non UK-born","Indian","71",3432,"M",2011
"1408","Non UK-born","Indian","72",3323,"M",2011
"1409","Non UK-born","Indian","73",3010,"M",2011
"1410","Non UK-born","Indian","74",2948,"M",2011
"1411","Non UK-born","Indian","75",2816,"M",2011
"1412","Non UK-born","Indian","76",2344,"M",2011
"1413","Non UK-born","Indian","77",2334,"M",2011
"1414","Non UK-born","Indian","78",2055,"M",2011
"1415","Non UK-born","Indian","79",1888,"M",2011
"1416","Non UK-born","Indian","80",1606,"M",2011
"1417","Non UK-born","Indian","81",1345,"M",2011
"1418","Non UK-born","Indian","82",1089,"M",2011
"1419","Non UK-born","Indian","83",929,"M",2011
"1420","Non UK-born","Indian","84",753,"M",2011
"1421","Non UK-born","Indian","85-89",2322,"M",2011
"1422","Non UK-born","Indian","90-94",668,"M",2011
"1423","Non UK-born","Indian","95-99",134,"M",2011
"1424","Non UK-born","Indian","100",34,"M",2011
"1425","Non UK-born","Pakistani","0",127,"M",2011
"1426","Non UK-born","Pakistani","1",355,"M",2011
"1427","Non UK-born","Pakistani","2",469,"M",2011
"1428","Non UK-born","Pakistani","3",666,"M",2011
"1429","Non UK-born","Pakistani","4",812,"M",2011
"1430","Non UK-born","Pakistani","5",910,"M",2011
"1431","Non UK-born","Pakistani","6",1024,"M",2011
"1432","Non UK-born","Pakistani","7",1162,"M",2011
"1433","Non UK-born","Pakistani","8",1128,"M",2011
"1434","Non UK-born","Pakistani","9",1255,"M",2011
"1435","Non UK-born","Pakistani","10",1287,"M",2011
"1436","Non UK-born","Pakistani","11",1389,"M",2011
"1437","Non UK-born","Pakistani","12",1447,"M",2011
"1438","Non UK-born","Pakistani","13",1515,"M",2011
"1439","Non UK-born","Pakistani","14",1500,"M",2011
"1440","Non UK-born","Pakistani","15",1573,"M",2011
"1441","Non UK-born","Pakistani","16",1552,"M",2011
"1442","Non UK-born","Pakistani","17",1645,"M",2011
"1443","Non UK-born","Pakistani","18",1930,"M",2011
"1444","Non UK-born","Pakistani","19",2429,"M",2011
"1445","Non UK-born","Pakistani","20",2970,"M",2011
"1446","Non UK-born","Pakistani","21",3453,"M",2011
"1447","Non UK-born","Pakistani","22",3815,"M",2011
"1448","Non UK-born","Pakistani","23",4266,"M",2011
"1449","Non UK-born","Pakistani","24",4492,"M",2011
"1450","Non UK-born","Pakistani","25",5372,"M",2011
"1451","Non UK-born","Pakistani","26",5440,"M",2011
"1452","Non UK-born","Pakistani","27",5825,"M",2011
"1453","Non UK-born","Pakistani","28",6240,"M",2011
"1454","Non UK-born","Pakistani","29",6274,"M",2011
"1455","Non UK-born","Pakistani","30",6647,"M",2011
"1456","Non UK-born","Pakistani","31",6977,"M",2011
"1457","Non UK-born","Pakistani","32",6923,"M",2011
"1458","Non UK-born","Pakistani","33",7021,"M",2011
"1459","Non UK-born","Pakistani","34",7342,"M",2011
"1460","Non UK-born","Pakistani","35",6771,"M",2011
"1461","Non UK-born","Pakistani","36",6129,"M",2011
"1462","Non UK-born","Pakistani","37",6303,"M",2011
"1463","Non UK-born","Pakistani","38",6081,"M",2011
"1464","Non UK-born","Pakistani","39",5461,"M",2011
"1465","Non UK-born","Pakistani","40",5332,"M",2011
"1466","Non UK-born","Pakistani","41",5288,"M",2011
"1467","Non UK-born","Pakistani","42",5263,"M",2011
"1468","Non UK-born","Pakistani","43",5029,"M",2011
"1469","Non UK-born","Pakistani","44",4544,"M",2011
"1470","Non UK-born","Pakistani","45",4163,"M",2011
"1471","Non UK-born","Pakistani","46",3930,"M",2011
"1472","Non UK-born","Pakistani","47",3647,"M",2011
"1473","Non UK-born","Pakistani","48",3751,"M",2011
"1474","Non UK-born","Pakistani","49",4130,"M",2011
"1475","Non UK-born","Pakistani","50",4055,"M",2011
"1476","Non UK-born","Pakistani","51",4008,"M",2011
"1477","Non UK-born","Pakistani","52",3899,"M",2011
"1478","Non UK-born","Pakistani","53",3947,"M",2011
"1479","Non UK-born","Pakistani","54",3961,"M",2011
"1480","Non UK-born","Pakistani","55",3693,"M",2011
"1481","Non UK-born","Pakistani","56",3526,"M",2011
"1482","Non UK-born","Pakistani","57",3383,"M",2011
"1483","Non UK-born","Pakistani","58",3930,"M",2011
"1484","Non UK-born","Pakistani","59",3374,"M",2011
"1485","Non UK-born","Pakistani","60",2659,"M",2011
"1486","Non UK-born","Pakistani","61",2112,"M",2011
"1487","Non UK-born","Pakistani","62",1619,"M",2011
"1488","Non UK-born","Pakistani","63",1453,"M",2011
"1489","Non UK-born","Pakistani","64",1265,"M",2011
"1490","Non UK-born","Pakistani","65",1131,"M",2011
"1491","Non UK-born","Pakistani","66",1277,"M",2011
"1492","Non UK-born","Pakistani","67",1217,"M",2011
"1493","Non UK-born","Pakistani","68",1604,"M",2011
"1494","Non UK-born","Pakistani","69",1424,"M",2011
"1495","Non UK-born","Pakistani","70",1659,"M",2011
"1496","Non UK-born","Pakistani","71",1835,"M",2011
"1497","Non UK-born","Pakistani","72",1606,"M",2011
"1498","Non UK-born","Pakistani","73",1602,"M",2011
"1499","Non UK-born","Pakistani","74",1633,"M",2011
"1500","Non UK-born","Pakistani","75",1528,"M",2011
"1501","Non UK-born","Pakistani","76",1262,"M",2011
"1502","Non UK-born","Pakistani","77",1054,"M",2011
"1503","Non UK-born","Pakistani","78",974,"M",2011
"1504","Non UK-born","Pakistani","79",867,"M",2011
"1505","Non UK-born","Pakistani","80",792,"M",2011
"1506","Non UK-born","Pakistani","81",695,"M",2011
"1507","Non UK-born","Pakistani","82",472,"M",2011
