"","CoB","ethgrp","age","population","sex","year"
"3038","UK-born","Black-Other","11",2181,"F",2011
"3039","UK-born","Black-Other","12",2109,"F",2011
"3040","UK-born","Black-Other","13",2105,"F",2011
"3041","UK-born","Black-Other","14",1960,"F",2011
"3042","UK-born","Black-Other","15",1827,"F",2011
"3043","UK-born","Black-Other","16",1745,"F",2011
"3044","UK-born","Black-Other","17",1651,"F",2011
"3045","UK-born","Black-Other","18",1520,"F",2011
"3046","UK-born","Black-Other","19",1313,"F",2011
"3047","UK-born","Black-Other","20",1207,"F",2011
"3048","UK-born","Black-Other","21",1108,"F",2011
"3049","UK-born","Black-Other","22",1265,"F",2011
"3050","UK-born","Black-Other","23",1208,"F",2011
"3051","UK-born","Black-Other","24",1215,"F",2011
"3052","UK-born","Black-Other","25",1046,"F",2011
"3053","UK-born","Black-Other","26",1153,"F",2011
"3054","UK-born","Black-Other","27",1077,"F",2011
"3055","UK-born","Black-Other","28",1107,"F",2011
"3056","UK-born","Black-Other","29",1052,"F",2011
"3057","UK-born","Black-Other","30",1088,"F",2011
"3058","UK-born","Black-Other","31",1027,"F",2011
"3059","UK-born","Black-Other","32",955,"F",2011
"3060","UK-born","Black-Other","33",858,"F",2011
"3061","UK-born","Black-Other","34",818,"F",2011
"3062","UK-born","Black-Other","35",867,"F",2011
"3063","UK-born","Black-Other","36",822,"F",2011
"3064","UK-born","Black-Other","37",796,"F",2011
"3065","UK-born","Black-Other","38",999,"F",2011
"3066","UK-born","Black-Other","39",1004,"F",2011
"3067","UK-born","Black-Other","40",1240,"F",2011
"3068","UK-born","Black-Other","41",1260,"F",2011
"3069","UK-born","Black-Other","42",1427,"F",2011
"3070","UK-born","Black-Other","43",1534,"F",2011
"3071","UK-born","Black-Other","44",1676,"F",2011
"3072","UK-born","Black-Other","45",1735,"F",2011
"3073","UK-born","Black-Other","46",1857,"F",2011
"3074","UK-born","Black-Other","47",1837,"F",2011
"3075","UK-born","Black-Other","48",1765,"F",2011
"3076","UK-born","Black-Other","49",1313,"F",2011
"3077","UK-born","Black-Other","50",977,"F",2011
"3078","UK-born","Black-Other","51",732,"F",2011
"3079","UK-born","Black-Other","52",665,"F",2011
"3080","UK-born","Black-Other","53",484,"F",2011
"3081","UK-born","Black-Other","54",325,"F",2011
"3082","UK-born","Black-Other","55",201,"F",2011
"3083","UK-born","Black-Other","56",126,"F",2011
"3084","UK-born","Black-Other","57",85,"F",2011
"3085","UK-born","Black-Other","58",94,"F",2011
"3086","UK-born","Black-Other","59",72,"F",2011
"3087","UK-born","Black-Other","60",28,"F",2011
"3088","UK-born","Black-Other","61",31,"F",2011
"3089","UK-born","Black-Other","62",17,"F",2011
"3090","UK-born","Black-Other","63",13,"F",2011
"3091","UK-born","Black-Other","64",23,"F",2011
"3092","UK-born","Black-Other","65",24,"F",2011
"3093","UK-born","Black-Other","66",27,"F",2011
"3094","UK-born","Black-Other","67",15,"F",2011
"3095","UK-born","Black-Other","68",20,"F",2011
"3096","UK-born","Black-Other","69",12,"F",2011
"3097","UK-born","Black-Other","70",19,"F",2011
"3098","UK-born","Black-Other","71",10,"F",2011
"3099","UK-born","Black-Other","72",25,"F",2011
"3100","UK-born","Black-Other","73",14,"F",2011
"3101","UK-born","Black-Other","74",19,"F",2011
"3102","UK-born","Black-Other","75",10,"F",2011
"3103","UK-born","Black-Other","76",20,"F",2011
"3104","UK-born","Black-Other","77",16,"F",2011
"3105","UK-born","Black-Other","78",20,"F",2011
"3106","UK-born","Black-Other","79",11,"F",2011
