"","year","sex","age","ETH.group","CoB","timeinUK(0,1]","pop"
"2256",2011,"F",2,"WBI+WHO","UK born",NA,242422
"2257",2011,"F",3,"BAN","Non-UK born",FALSE,223
"2258",2011,"F",3,"BAN","Non-UK born",TRUE,251
"2259",2011,"F",3,"BAN","UK born",NA,4660
"2260",2011,"F",3,"BLA+BLC+OBL","Non-UK born",FALSE,1791
"2261",2011,"F",3,"BLA+BLC+OBL","Non-UK born",TRUE,736
"2262",2011,"F",3,"BLA+BLC+OBL","UK born",NA,15242
"2263",2011,"F",3,"CHI+OAS","Non-UK born",FALSE,1225
"2264",2011,"F",3,"CHI+OAS","Non-UK born",TRUE,872
"2265",2011,"F",3,"CHI+OAS","UK born",NA,6336
"2266",2011,"F",3,"IND","Non-UK born",FALSE,575
"2267",2011,"F",3,"IND","Non-UK born",TRUE,469
"2268",2011,"F",3,"IND","UK born",NA,8702
"2269",2011,"F",3,"MIX","Non-UK born",FALSE,333
"2270",2011,"F",3,"MIX","Non-UK born",TRUE,385
"2271",2011,"F",3,"MIX","UK born",NA,20204
"2272",2011,"F",3,"OTH","Non-UK born",FALSE,690
"2273",2011,"F",3,"OTH","Non-UK born",TRUE,472
"2274",2011,"F",3,"OTH","UK born",NA,3644
"2275",2011,"F",3,"PAK","Non-UK born",FALSE,520
"2276",2011,"F",3,"PAK","Non-UK born",TRUE,539
"2277",2011,"F",3,"PAK","UK born",NA,11853
"2278",2011,"F",3,"WBI+WHO","Non-UK born",FALSE,1889
"2279",2011,"F",3,"WBI+WHO","Non-UK born",TRUE,453
"2280",2011,"F",3,"WBI+WHO","UK born",NA,244665
"2281",2011,"F",4,"BAN","Non-UK born",FALSE,266
"2282",2011,"F",4,"BAN","Non-UK born",TRUE,284
"2283",2011,"F",4,"BAN","UK born",NA,4538
"2284",2011,"F",4,"BLA+BLC+OBL","Non-UK born",FALSE,2090
"2285",2011,"F",4,"BLA+BLC+OBL","Non-UK born",TRUE,817
"2286",2011,"F",4,"BLA+BLC+OBL","UK born",NA,14722
"2287",2011,"F",4,"CHI+OAS","Non-UK born",FALSE,1292
"2288",2011,"F",4,"CHI+OAS","Non-UK born",TRUE,875
"2289",2011,"F",4,"CHI+OAS","UK born",NA,5498
"2290",2011,"F",4,"IND","Non-UK born",FALSE,649
"2291",2011,"F",4,"IND","Non-UK born",TRUE,505
"2292",2011,"F",4,"IND","UK born",NA,8084
"2293",2011,"F",4,"MIX","Non-UK born",FALSE,378
"2294",2011,"F",4,"MIX","Non-UK born",TRUE,416
"2295",2011,"F",4,"MIX","UK born",NA,18759
"2296",2011,"F",4,"OTH","Non-UK born",FALSE,749
"2297",2011,"F",4,"OTH","Non-UK born",TRUE,488
"2298",2011,"F",4,"OTH","UK born",NA,3257
"2299",2011,"F",4,"PAK","Non-UK born",FALSE,609
"2300",2011,"F",4,"PAK","Non-UK born",TRUE,600
"2301",2011,"F",4,"PAK","UK born",NA,11370
"2302",2011,"F",4,"WBI+WHO","Non-UK born",FALSE,2204
"2303",2011,"F",4,"WBI+WHO","Non-UK born",TRUE,502
"2304",2011,"F",4,"WBI+WHO","UK born",NA,237327
"2305",2011,"F",5,"BAN","Non-UK born",FALSE,330
"2306",2011,"F",5,"BAN","Non-UK born",TRUE,335
"2307",2011,"F",5,"BAN","UK born",NA,4336
"2308",2011,"F",5,"BLA+BLC+OBL","Non-UK born",FALSE,2566
"2309",2011,"F",5,"BLA+BLC+OBL","Non-UK born",TRUE,955
"2310",2011,"F",5,"BLA+BLC+OBL","UK born",NA,14078
"2311",2011,"F",5,"CHI+OAS","Non-UK born",FALSE,1521
"2312",2011,"F",5,"CHI+OAS","Non-UK born",TRUE,980
"2313",2011,"F",5,"CHI+OAS","UK born",NA,5009
"2314",2011,"F",5,"IND","Non-UK born",FALSE,776
"2315",2011,"F",5,"IND","Non-UK born",TRUE,573
"2316",2011,"F",5,"IND","UK born",NA,7458
"2317",2011,"F",5,"MIX","Non-UK born",FALSE,454
"2318",2011,"F",5,"MIX","Non-UK born",TRUE,475
"2319",2011,"F",5,"MIX","UK born",NA,17337
"2320",2011,"F",5,"OTH","Non-UK born",FALSE,897
"2321",2011,"F",5,"OTH","Non-UK born",TRUE,556
"2322",2011,"F",5,"OTH","UK born",NA,3021
"2323",2011,"F",5,"PAK","Non-UK born",FALSE,784
"2324",2011,"F",5,"PAK","Non-UK born",TRUE,736
"2325",2011,"F",5,"PAK","UK born",NA,11281
"2326",2011,"F",5,"WBI+WHO","Non-UK born",FALSE,2765
"2327",2011,"F",5,"WBI+WHO","Non-UK born",TRUE,600
"2328",2011,"F",5,"WBI+WHO","UK born",NA,232969
"2329",2011,"F",6,"BAN","Non-UK born",FALSE,409
"2330",2011,"F",6,"BAN","Non-UK born",TRUE,396
"2331",2011,"F",6,"BAN","UK born",NA,4175
"2332",2011,"F",6,"BLA+BLC+OBL","Non-UK born",FALSE,2834
"2333",2011,"F",6,"BLA+BLC+OBL","Non-UK born",TRUE,1004
"2334",2011,"F",6,"BLA+BLC+OBL","UK born",NA,12210
"2335",2011,"F",6,"CHI+OAS","Non-UK born",FALSE,1739
"2336",2011,"F",6,"CHI+OAS","Non-UK born",TRUE,1066
"2337",2011,"F",6,"CHI+OAS","UK born",NA,4470
"2338",2011,"F",6,"IND","Non-UK born",FALSE,897
"2339",2011,"F",6,"IND","Non-UK born",TRUE,631
"2340",2011,"F",6,"IND","UK born",NA,6718
"2341",2011,"F",6,"MIX","Non-UK born",FALSE,532
"2342",2011,"F",6,"MIX","Non-UK born",TRUE,529
"2343",2011,"F",6,"MIX","UK born",NA,15747
"2344",2011,"F",6,"OTH","Non-UK born",FALSE,965
"2345",2011,"F",6,"OTH","Non-UK born",TRUE,569
"2346",2011,"F",6,"OTH","UK born",NA,2536
"2347",2011,"F",6,"PAK","Non-UK born",FALSE,922
"2348",2011,"F",6,"PAK","Non-UK born",TRUE,824
"2349",2011,"F",6,"PAK","UK born",NA,10306
"2350",2011,"F",6,"WBI+WHO","Non-UK born",FALSE,3366
"2351",2011,"F",6,"WBI+WHO","Non-UK born",TRUE,695
"2352",2011,"F",6,"WBI+WHO","UK born",NA,223667
"2353",2011,"F",7,"BAN","Non-UK born",FALSE,512
"2354",2011,"F",7,"BAN","Non-UK born",TRUE,471
"2355",2011,"F",7,"BAN","UK born",NA,4026
"2356",2011,"F",7,"BLA+BLC+OBL","Non-UK born",FALSE,3249
"2357",2011,"F",7,"BLA+BLC+OBL","Non-UK born",TRUE,1094
"2358",2011,"F",7,"BLA+BLC+OBL","UK born",NA,10917
"2359",2011,"F",7,"CHI+OAS","Non-UK born",FALSE,1930
"2360",2011,"F",7,"CHI+OAS","Non-UK born",TRUE,1125
"2361",2011,"F",7,"CHI+OAS","UK born",NA,3847
"2362",2011,"F",7,"IND","Non-UK born",FALSE,1028
"2363",2011,"F",7,"IND","Non-UK born",TRUE,687
"2364",2011,"F",7,"IND","UK born",NA,5961
"2365",2011,"F",7,"MIX","Non-UK born",FALSE,632
"2366",2011,"F",7,"MIX","Non-UK born",TRUE,598
"2367",2011,"F",7,"MIX","UK born",NA,14420
"2368",2011,"F",7,"OTH","Non-UK born",FALSE,1082
"2369",2011,"F",7,"OTH","Non-UK born",TRUE,607
"2370",2011,"F",7,"OTH","UK born",NA,2206
"2371",2011,"F",7,"PAK","Non-UK born",FALSE,1098
"2372",2011,"F",7,"PAK","Non-UK born",TRUE,933
"2373",2011,"F",7,"PAK","UK born",NA,9476
"2374",2011,"F",7,"WBI+WHO","Non-UK born",FALSE,4243
"2375",2011,"F",7,"WBI+WHO","Non-UK born",TRUE,833
"2376",2011,"F",7,"WBI+WHO","UK born",NA,220950
"2377",2011,"F",8,"BAN","Non-UK born",FALSE,480
"2378",2011,"F",8,"BAN","Non-UK born",TRUE,421
"2379",2011,"F",8,"BAN","UK born",NA,3957
"2380",2011,"F",8,"BLA+BLC+OBL","Non-UK born",FALSE,2975
"2381",2011,"F",8,"BLA+BLC+OBL","Non-UK born",TRUE,953
"2382",2011,"F",8,"BLA+BLC+OBL","UK born",NA,10590
"2383",2011,"F",8,"CHI+OAS","Non-UK born",FALSE,1794
"2384",2011,"F",8,"CHI+OAS","Non-UK born",TRUE,995
"2385",2011,"F",8,"CHI+OAS","UK born",NA,3766
"2386",2011,"F",8,"IND","Non-UK born",FALSE,978
"2387",2011,"F",8,"IND","Non-UK born",TRUE,622
"2388",2011,"F",8,"IND","UK born",NA,5962
"2389",2011,"F",8,"MIX","Non-UK born",FALSE,554
"2390",2011,"F",8,"MIX","Non-UK born",TRUE,499
"2391",2011,"F",8,"MIX","UK born",NA,13246
"2392",2011,"F",8,"OTH","Non-UK born",FALSE,1039
"2393",2011,"F",8,"OTH","Non-UK born",TRUE,554
"2394",2011,"F",8,"OTH","UK born",NA,2231
"2395",2011,"F",8,"PAK","Non-UK born",FALSE,1045
"2396",2011,"F",8,"PAK","Non-UK born",TRUE,845
"2397",2011,"F",8,"PAK","UK born",NA,9455
"2398",2011,"F",8,"WBI+WHO","Non-UK born",FALSE,3879
"2399",2011,"F",8,"WBI+WHO","Non-UK born",TRUE,725
"2400",2011,"F",8,"WBI+WHO","UK born",NA,214931
"2401",2011,"F",9,"BAN","Non-UK born",FALSE,664
"2402",2011,"F",9,"BAN","Non-UK born",TRUE,554
"2403",2011,"F",9,"BAN","UK born",NA,3572
"2404",2011,"F",9,"BLA+BLC+OBL","Non-UK born",FALSE,3784
"2405",2011,"F",9,"BLA+BLC+OBL","Non-UK born",TRUE,1154
"2406",2011,"F",9,"BLA+BLC+OBL","UK born",NA,8885
"2407",2011,"F",9,"CHI+OAS","Non-UK born",FALSE,2043
"2408",2011,"F",9,"CHI+OAS","Non-UK born",TRUE,1078
"2409",2011,"F",9,"CHI+OAS","UK born",NA,2812
"2410",2011,"F",9,"IND","Non-UK born",FALSE,1252
"2411",2011,"F",9,"IND","Non-UK born",TRUE,759
"2412",2011,"F",9,"IND","UK born",NA,5003
"2413",2011,"F",9,"MIX","Non-UK born",FALSE,781
"2414",2011,"F",9,"MIX","Non-UK born",TRUE,669
"2415",2011,"F",9,"MIX","UK born",NA,12167
"2416",2011,"F",9,"OTH","Non-UK born",FALSE,1232
"2417",2011,"F",9,"OTH","Non-UK born",TRUE,625
"2418",2011,"F",9,"OTH","UK born",NA,1736
"2419",2011,"F",9,"PAK","Non-UK born",FALSE,1447
"2420",2011,"F",9,"PAK","Non-UK born",TRUE,1113
"2421",2011,"F",9,"PAK","UK born",NA,8548
"2422",2011,"F",9,"WBI+WHO","Non-UK born",FALSE,5739
"2423",2011,"F",9,"WBI+WHO","Non-UK born",TRUE,1020
"2424",2011,"F",9,"WBI+WHO","UK born",NA,210580
"2425",2011,"F",10,"BAN","Non-UK born",FALSE,587
"2426",2011,"F",10,"BAN","Non-UK born",TRUE,466
"2427",2011,"F",10,"BAN","UK born",NA,3414
"2428",2011,"F",10,"BLA+BLC+OBL","Non-UK born",FALSE,3646
"2429",2011,"F",10,"BLA+BLC+OBL","Non-UK born",TRUE,1058
"2430",2011,"F",10,"BLA+BLC+OBL","UK born",NA,9357
"2431",2011,"F",10,"CHI+OAS","Non-UK born",FALSE,2123
"2432",2011,"F",10,"CHI+OAS","Non-UK born",TRUE,1066
"2433",2011,"F",10,"CHI+OAS","UK born",NA,3177
"2434",2011,"F",10,"IND","Non-UK born",FALSE,1219
"2435",2011,"F",10,"IND","Non-UK born",TRUE,703
"2436",2011,"F",10,"IND","UK born",NA,5284
"2437",2011,"F",10,"MIX","Non-UK born",FALSE,721
"2438",2011,"F",10,"MIX","Non-UK born",TRUE,588
"2439",2011,"F",10,"MIX","UK born",NA,12148
"2440",2011,"F",10,"OTH","Non-UK born",FALSE,1101
"2441",2011,"F",10,"OTH","Non-UK born",TRUE,531
"2442",2011,"F",10,"OTH","UK born",NA,1687
"2443",2011,"F",10,"PAK","Non-UK born",FALSE,1283
"2444",2011,"F",10,"PAK","Non-UK born",TRUE,939
"2445",2011,"F",10,"PAK","UK born",NA,8203
"2446",2011,"F",10,"WBI+WHO","Non-UK born",FALSE,5456
"2447",2011,"F",10,"WBI+WHO","Non-UK born",TRUE,923
"2448",2011,"F",10,"WBI+WHO","UK born",NA,219695
"2449",2011,"F",11,"BAN","Non-UK born",FALSE,648
"2450",2011,"F",11,"BAN","Non-UK born",TRUE,490
"2451",2011,"F",11,"BAN","UK born",NA,3069
"2452",2011,"F",11,"BLA+BLC+OBL","Non-UK born",FALSE,4150
"2453",2011,"F",11,"BLA+BLC+OBL","Non-UK born",TRUE,1145
"2454",2011,"F",11,"BLA+BLC+OBL","UK born",NA,8759
"2455",2011,"F",11,"CHI+OAS","Non-UK born",FALSE,2302
"2456",2011,"F",11,"CHI+OAS","Non-UK born",TRUE,1100
"2457",2011,"F",11,"CHI+OAS","UK born",NA,2819
"2458",2011,"F",11,"IND","Non-UK born",FALSE,1423
"2459",2011,"F",11,"IND","Non-UK born",TRUE,780
"2460",2011,"F",11,"IND","UK born",NA,5038
"2461",2011,"F",11,"MIX","Non-UK born",FALSE,876
"2462",2011,"F",11,"MIX","Non-UK born",TRUE,679
"2463",2011,"F",11,"MIX","UK born",NA,12003
"2464",2011,"F",11,"OTH","Non-UK born",FALSE,1227
"2465",2011,"F",11,"OTH","Non-UK born",TRUE,564
"2466",2011,"F",11,"OTH","UK born",NA,1540
"2467",2011,"F",11,"PAK","Non-UK born",FALSE,1465
"2468",2011,"F",11,"PAK","Non-UK born",TRUE,1019
"2469",2011,"F",11,"PAK","UK born",NA,7627
"2470",2011,"F",11,"WBI+WHO","Non-UK born",FALSE,6777
"2471",2011,"F",11,"WBI+WHO","Non-UK born",TRUE,1091
"2472",2011,"F",11,"WBI+WHO","UK born",NA,225390
"2473",2011,"F",12,"BAN","Non-UK born",FALSE,637
"2474",2011,"F",12,"BAN","Non-UK born",TRUE,457
"2475",2011,"F",12,"BAN","UK born",NA,3155
"2476",2011,"F",12,"BLA+BLC+OBL","Non-UK born",FALSE,4040
"2477",2011,"F",12,"BLA+BLC+OBL","Non-UK born",TRUE,1061
"2478",2011,"F",12,"BLA+BLC+OBL","UK born",NA,9021
"2479",2011,"F",12,"CHI+OAS","Non-UK born",FALSE,2300
"2480",2011,"F",12,"CHI+OAS","Non-UK born",TRUE,1045
"2481",2011,"F",12,"CHI+OAS","UK born",NA,2963
"2482",2011,"F",12,"IND","Non-UK born",FALSE,1356
"2483",2011,"F",12,"IND","Non-UK born",TRUE,707
"2484",2011,"F",12,"IND","UK born",NA,5043
"2485",2011,"F",12,"MIX","Non-UK born",FALSE,844
"2486",2011,"F",12,"MIX","Non-UK born",TRUE,623
"2487",2011,"F",12,"MIX","UK born",NA,12104
"2488",2011,"F",12,"OTH","Non-UK born",FALSE,1213
"2489",2011,"F",12,"OTH","Non-UK born",TRUE,530
"2490",2011,"F",12,"OTH","UK born",NA,1603
"2491",2011,"F",12,"PAK","Non-UK born",FALSE,1383
"2492",2011,"F",12,"PAK","Non-UK born",TRUE,915
"2493",2011,"F",12,"PAK","UK born",NA,7545
"2494",2011,"F",12,"WBI+WHO","Non-UK born",FALSE,6652
"2495",2011,"F",12,"WBI+WHO","Non-UK born",TRUE,1018
"2496",2011,"F",12,"WBI+WHO","UK born",NA,234894
"2497",2011,"F",13,"BAN","Non-UK born",FALSE,642
"2498",2011,"F",13,"BAN","Non-UK born",TRUE,439
"2499",2011,"F",13,"BAN","UK born",NA,3216
"2500",2011,"F",13,"BLA+BLC+OBL","Non-UK born",FALSE,4140
"2501",2011,"F",13,"BLA+BLC+OBL","Non-UK born",TRUE,1035
"2502",2011,"F",13,"BLA+BLC+OBL","UK born",NA,9443
"2503",2011,"F",13,"CHI+OAS","Non-UK born",FALSE,2378
"2504",2011,"F",13,"CHI+OAS","Non-UK born",TRUE,1028
"2505",2011,"F",13,"CHI+OAS","UK born",NA,3113
"2506",2011,"F",13,"IND","Non-UK born",FALSE,1351
"2507",2011,"F",13,"IND","Non-UK born",TRUE,671
"2508",2011,"F",13,"IND","UK born",NA,5103
"2509",2011,"F",13,"MIX","Non-UK born",FALSE,835
"2510",2011,"F",13,"MIX","Non-UK born",TRUE,586
"2511",2011,"F",13,"MIX","UK born",NA,12094
"2512",2011,"F",13,"OTH","Non-UK born",FALSE,1152
"2513",2011,"F",13,"OTH","Non-UK born",TRUE,479
"2514",2011,"F",13,"OTH","UK born",NA,1547
"2515",2011,"F",13,"PAK","Non-UK born",FALSE,1304
"2516",2011,"F",13,"PAK","Non-UK born",TRUE,821
"2517",2011,"F",13,"PAK","UK born",NA,7199
"2518",2011,"F",13,"WBI+WHO","Non-UK born",FALSE,6598
"2519",2011,"F",13,"WBI+WHO","Non-UK born",TRUE,961
"2520",2011,"F",13,"WBI+WHO","UK born",NA,238872
"2521",2011,"F",14,"BAN","Non-UK born",FALSE,694
"2522",2011,"F",14,"BAN","Non-UK born",TRUE,452
"2523",2011,"F",14,"BAN","UK born",NA,3033
"2524",2011,"F",14,"BLA+BLC+OBL","Non-UK born",FALSE,4504
"2525",2011,"F",14,"BLA+BLC+OBL","Non-UK born",TRUE,1071
"2526",2011,"F",14,"BLA+BLC+OBL","UK born",NA,9052
"2527",2011,"F",14,"CHI+OAS","Non-UK born",FALSE,2732
"2528",2011,"F",14,"CHI+OAS","Non-UK born",TRUE,1123
"2529",2011,"F",14,"CHI+OAS","UK born",NA,3136
"2530",2011,"F",14,"IND","Non-UK born",FALSE,1538
"2531",2011,"F",14,"IND","Non-UK born",TRUE,726
"2532",2011,"F",14,"IND","UK born",NA,5081
"2533",2011,"F",14,"MIX","Non-UK born",FALSE,943
"2534",2011,"F",14,"MIX","Non-UK born",TRUE,630
"2535",2011,"F",14,"MIX","UK born",NA,11911
"2536",2011,"F",14,"OTH","Non-UK born",FALSE,1303
"2537",2011,"F",14,"OTH","Non-UK born",TRUE,515
"2538",2011,"F",14,"OTH","UK born",NA,1534
"2539",2011,"F",14,"PAK","Non-UK born",FALSE,1432
"2540",2011,"F",14,"PAK","Non-UK born",TRUE,858
"2541",2011,"F",14,"PAK","UK born",NA,6902
"2542",2011,"F",14,"WBI+WHO","Non-UK born",FALSE,7677
"2543",2011,"F",14,"WBI+WHO","Non-UK born",TRUE,1064
"2544",2011,"F",14,"WBI+WHO","UK born",NA,245763
"2545",2011,"F",15,"BAN","Non-UK born",FALSE,693
"2546",2011,"F",15,"BAN","Non-UK born",TRUE,429
"2547",2011,"F",15,"BAN","UK born",NA,2980
"2548",2011,"F",15,"BLA+BLC+OBL","Non-UK born",FALSE,4502
"2549",2011,"F",15,"BLA+BLC+OBL","Non-UK born",TRUE,1018
"2550",2011,"F",15,"BLA+BLC+OBL","UK born",NA,8994
"2551",2011,"F",15,"CHI+OAS","Non-UK born",FALSE,2716
"2552",2011,"F",15,"CHI+OAS","Non-UK born",TRUE,1063
"2553",2011,"F",15,"CHI+OAS","UK born",NA,3085
"2554",2011,"F",15,"IND","Non-UK born",FALSE,1558
"2555",2011,"F",15,"IND","Non-UK born",TRUE,700
"2556",2011,"F",15,"IND","UK born",NA,5086
"2557",2011,"F",15,"MIX","Non-UK born",FALSE,901
"2558",2011,"F",15,"MIX","Non-UK born",TRUE,572
"2559",2011,"F",15,"MIX","UK born",NA,11196
"2560",2011,"F",15,"OTH","Non-UK born",FALSE,1244
"2561",2011,"F",15,"OTH","Non-UK born",TRUE,468
"2562",2011,"F",15,"OTH","UK born",NA,1450
"2563",2011,"F",15,"PAK","Non-UK born",FALSE,1428
"2564",2011,"F",15,"PAK","Non-UK born",TRUE,815
"2565",2011,"F",15,"PAK","UK born",NA,6784
"2566",2011,"F",15,"WBI+WHO","Non-UK born",FALSE,7698
"2567",2011,"F",15,"WBI+WHO","Non-UK born",TRUE,1015
"2568",2011,"F",15,"WBI+WHO","UK born",NA,245830
"2569",2011,"F",16,"BAN","Non-UK born",FALSE,652
"2570",2011,"F",16,"BAN","Non-UK born",TRUE,384
"2571",2011,"F",16,"BAN","UK born",NA,2827
"2572",2011,"F",16,"BLA+BLC+OBL","Non-UK born",FALSE,4412
"2573",2011,"F",16,"BLA+BLC+OBL","Non-UK born",TRUE,950
"2574",2011,"F",16,"BLA+BLC+OBL","UK born",NA,8972
"2575",2011,"F",16,"CHI+OAS","Non-UK born",FALSE,2898
"2576",2011,"F",16,"CHI+OAS","Non-UK born",TRUE,1079
"2577",2011,"F",16,"CHI+OAS","UK born",NA,3334
"2578",2011,"F",16,"IND","Non-UK born",FALSE,1555
"2579",2011,"F",16,"IND","Non-UK born",TRUE,665
"2580",2011,"F",16,"IND","UK born",NA,5135
"2581",2011,"F",16,"MIX","Non-UK born",FALSE,894
"2582",2011,"F",16,"MIX","Non-UK born",TRUE,541
"2583",2011,"F",16,"MIX","UK born",NA,11204
"2584",2011,"F",16,"OTH","Non-UK born",FALSE,1296
"2585",2011,"F",16,"OTH","Non-UK born",TRUE,464
"2586",2011,"F",16,"OTH","UK born",NA,1530
"2587",2011,"F",16,"PAK","Non-UK born",FALSE,1423
"2588",2011,"F",16,"PAK","Non-UK born",TRUE,772
"2589",2011,"F",16,"PAK","UK born",NA,6819
"2590",2011,"F",16,"WBI+WHO","Non-UK born",FALSE,7577
"2591",2011,"F",16,"WBI+WHO","Non-UK born",TRUE,950
"2592",2011,"F",16,"WBI+WHO","UK born",NA,247068
"2593",2011,"F",17,"BAN","Non-UK born",FALSE,697
"2594",2011,"F",17,"BAN","Non-UK born",TRUE,390
"2595",2011,"F",17,"BAN","UK born",NA,2520
"2596",2011,"F",17,"BLA+BLC+OBL","Non-UK born",FALSE,4943
"2597",2011,"F",17,"BLA+BLC+OBL","Non-UK born",TRUE,1012
"2598",2011,"F",17,"BLA+BLC+OBL","UK born",NA,8466
"2599",2011,"F",17,"CHI+OAS","Non-UK born",FALSE,3491
"2600",2011,"F",17,"CHI+OAS","Non-UK born",TRUE,1236
"2601",2011,"F",17,"CHI+OAS","UK born",NA,3367
"2602",2011,"F",17,"IND","Non-UK born",FALSE,1819
"2603",2011,"F",17,"IND","Non-UK born",TRUE,740
"2604",2011,"F",17,"IND","UK born",NA,5029
"2605",2011,"F",17,"MIX","Non-UK born",FALSE,1035
"2606",2011,"F",17,"MIX","Non-UK born",TRUE,596
"2607",2011,"F",17,"MIX","UK born",NA,10816
"2608",2011,"F",17,"OTH","Non-UK born",FALSE,1411
"2609",2011,"F",17,"OTH","Non-UK born",TRUE,480
"2610",2011,"F",17,"OTH","UK born",NA,1398
"2611",2011,"F",17,"PAK","Non-UK born",FALSE,1620
"2612",2011,"F",17,"PAK","Non-UK born",TRUE,836
"2613",2011,"F",17,"PAK","UK born",NA,6481
"2614",2011,"F",17,"WBI+WHO","Non-UK born",FALSE,9272
"2615",2011,"F",17,"WBI+WHO","Non-UK born",TRUE,1107
"2616",2011,"F",17,"WBI+WHO","UK born",NA,255527
"2617",2011,"F",18,"BAN","Non-UK born",FALSE,617
"2618",2011,"F",18,"BAN","Non-UK born",TRUE,328
"2619",2011,"F",18,"BAN","UK born",NA,2377
"2620",2011,"F",18,"BLA+BLC+OBL","Non-UK born",FALSE,4696
"2621",2011,"F",18,"BLA+BLC+OBL","Non-UK born",TRUE,915
"2622",2011,"F",18,"BLA+BLC+OBL","UK born",NA,8654
"2623",2011,"F",18,"CHI+OAS","Non-UK born",FALSE,3846
"2624",2011,"F",18,"CHI+OAS","Non-UK born",TRUE,1296
"2625",2011,"F",18,"CHI+OAS","UK born",NA,3972
"2626",2011,"F",18,"IND","Non-UK born",FALSE,1840
"2627",2011,"F",18,"IND","Non-UK born",TRUE,712
"2628",2011,"F",18,"IND","UK born",NA,5442
"2629",2011,"F",18,"MIX","Non-UK born",FALSE,963
"2630",2011,"F",18,"MIX","Non-UK born",TRUE,527
"2631",2011,"F",18,"MIX","UK born",NA,10721
"2632",2011,"F",18,"OTH","Non-UK born",FALSE,1428
"2633",2011,"F",18,"OTH","Non-UK born",TRUE,463
"2634",2011,"F",18,"OTH","UK born",NA,1516
"2635",2011,"F",18,"PAK","Non-UK born",FALSE,1514
"2636",2011,"F",18,"PAK","Non-UK born",TRUE,743
"2637",2011,"F",18,"PAK","UK born",NA,6462
"2638",2011,"F",18,"WBI+WHO","Non-UK born",FALSE,8730
"2639",2011,"F",18,"WBI+WHO","Non-UK born",TRUE,991
"2640",2011,"F",18,"WBI+WHO","UK born",NA,259648
"2641",2011,"F",19,"BAN","Non-UK born",FALSE,731
"2642",2011,"F",19,"BAN","Non-UK born",TRUE,371
"2643",2011,"F",19,"BAN","UK born",NA,2356
"2644",2011,"F",19,"BLA+BLC+OBL","Non-UK born",FALSE,5142
"2645",2011,"F",19,"BLA+BLC+OBL","Non-UK born",TRUE,953
"2646",2011,"F",19,"BLA+BLC+OBL","UK born",NA,7991
"2647",2011,"F",19,"CHI+OAS","Non-UK born",FALSE,4742
"2648",2011,"F",19,"CHI+OAS","Non-UK born",TRUE,1520
"2649",2011,"F",19,"CHI+OAS","UK born",NA,4113
"2650",2011,"F",19,"IND","Non-UK born",FALSE,2339
"2651",2011,"F",19,"IND","Non-UK born",TRUE,861
"2652",2011,"F",19,"IND","UK born",NA,5801
"2653",2011,"F",19,"MIX","Non-UK born",FALSE,1145
"2654",2011,"F",19,"MIX","Non-UK born",TRUE,597
"2655",2011,"F",19,"MIX","UK born",NA,10653
"2656",2011,"F",19,"OTH","Non-UK born",FALSE,1764
"2657",2011,"F",19,"OTH","Non-UK born",TRUE,544
"2658",2011,"F",19,"OTH","UK born",NA,1572
"2659",2011,"F",19,"PAK","Non-UK born",FALSE,1660
"2660",2011,"F",19,"PAK","Non-UK born",TRUE,775
"2661",2011,"F",19,"PAK","UK born",NA,5927
"2662",2011,"F",19,"WBI+WHO","Non-UK born",FALSE,10788
"2663",2011,"F",19,"WBI+WHO","Non-UK born",TRUE,1166
"2664",2011,"F",19,"WBI+WHO","UK born",NA,271381
"2665",2011,"F",20,"BAN","Non-UK born",FALSE,909
"2666",2011,"F",20,"BAN","Non-UK born",TRUE,438
"2667",2011,"F",20,"BAN","UK born",NA,2265
"2668",2011,"F",20,"BLA+BLC+OBL","Non-UK born",FALSE,5867
"2669",2011,"F",20,"BLA+BLC+OBL","Non-UK born",TRUE,1035
"2670",2011,"F",20,"BLA+BLC+OBL","UK born",NA,7117
"2671",2011,"F",20,"CHI+OAS","Non-UK born",FALSE,6639
"2672",2011,"F",20,"CHI+OAS","Non-UK born",TRUE,2025
"2673",2011,"F",20,"CHI+OAS","UK born",NA,4476
"2674",2011,"F",20,"IND","Non-UK born",FALSE,2799
"2675",2011,"F",20,"IND","Non-UK born",TRUE,980
"2676",2011,"F",20,"IND","UK born",NA,5388
"2677",2011,"F",20,"MIX","Non-UK born",FALSE,1367
"2678",2011,"F",20,"MIX","Non-UK born",TRUE,678
"2679",2011,"F",20,"MIX","UK born",NA,9839
"2680",2011,"F",20,"OTH","Non-UK born",FALSE,1939
"2681",2011,"F",20,"OTH","Non-UK born",TRUE,569
"2682",2011,"F",20,"OTH","UK born",NA,1344
"2683",2011,"F",20,"PAK","Non-UK born",FALSE,1978
"2684",2011,"F",20,"PAK","Non-UK born",TRUE,880
"2685",2011,"F",20,"PAK","UK born",NA,5471
"2686",2011,"F",20,"WBI+WHO","Non-UK born",FALSE,13849
"2687",2011,"F",20,"WBI+WHO","Non-UK born",TRUE,1424
"2688",2011,"F",20,"WBI+WHO","UK born",NA,272737
"2689",2011,"F",21,"BAN","Non-UK born",FALSE,1105
"2690",2011,"F",21,"BAN","Non-UK born",TRUE,507
"2691",2011,"F",21,"BAN","UK born",NA,2126
"2692",2011,"F",21,"BLA+BLC+OBL","Non-UK born",FALSE,6583
"2693",2011,"F",21,"BLA+BLC+OBL","Non-UK born",TRUE,1104
