"","year","sex","age","ETH.group","CoB","timeinUK(0,1]","pop"
"1386",2011,"M",57,"OTH","UK born",NA,847
"1387",2011,"M",57,"PAK","Non-UK born",FALSE,979
"1388",2011,"M",57,"PAK","Non-UK born",TRUE,80
"1389",2011,"M",57,"PAK","UK born",NA,2393
"1390",2011,"M",57,"WBI+WHO","Non-UK born",FALSE,12136
"1391",2011,"M",57,"WBI+WHO","Non-UK born",TRUE,231
"1392",2011,"M",57,"WBI+WHO","UK born",NA,260594
"1393",2011,"M",58,"BAN","Non-UK born",FALSE,277
"1394",2011,"M",58,"BAN","Non-UK born",TRUE,23
"1395",2011,"M",58,"BAN","UK born",NA,444
"1396",2011,"M",58,"BLA+BLC+OBL","Non-UK born",FALSE,2408
"1397",2011,"M",58,"BLA+BLC+OBL","Non-UK born",TRUE,75
"1398",2011,"M",58,"BLA+BLC+OBL","UK born",NA,2250
"1399",2011,"M",58,"CHI+OAS","Non-UK born",FALSE,2506
"1400",2011,"M",58,"CHI+OAS","Non-UK born",TRUE,134
"1401",2011,"M",58,"CHI+OAS","UK born",NA,1198
"1402",2011,"M",58,"IND","Non-UK born",FALSE,3085
"1403",2011,"M",58,"IND","Non-UK born",TRUE,190
"1404",2011,"M",58,"IND","UK born",NA,4102
"1405",2011,"M",58,"MIX","Non-UK born",FALSE,306
"1406",2011,"M",58,"MIX","Non-UK born",TRUE,27
"1407",2011,"M",58,"MIX","UK born",NA,1405
"1408",2011,"M",58,"OTH","Non-UK born",FALSE,1285
"1409",2011,"M",58,"OTH","Non-UK born",TRUE,66
"1410",2011,"M",58,"OTH","UK born",NA,636
"1411",2011,"M",58,"PAK","Non-UK born",FALSE,1396
"1412",2011,"M",58,"PAK","Non-UK born",TRUE,109
"1413",2011,"M",58,"PAK","UK born",NA,2531
"1414",2011,"M",58,"WBI+WHO","Non-UK born",FALSE,15929
"1415",2011,"M",58,"WBI+WHO","Non-UK born",TRUE,288
"1416",2011,"M",58,"WBI+WHO","UK born",NA,254363
"1417",2011,"M",59,"BAN","Non-UK born",FALSE,197
"1418",2011,"M",59,"BAN","Non-UK born",TRUE,16
"1419",2011,"M",59,"BAN","UK born",NA,294
"1420",2011,"M",59,"BLA+BLC+OBL","Non-UK born",FALSE,2050
"1421",2011,"M",59,"BLA+BLC+OBL","Non-UK born",TRUE,61
"1422",2011,"M",59,"BLA+BLC+OBL","UK born",NA,1785
"1423",2011,"M",59,"CHI+OAS","Non-UK born",FALSE,2503
"1424",2011,"M",59,"CHI+OAS","Non-UK born",TRUE,128
"1425",2011,"M",59,"CHI+OAS","UK born",NA,1114
"1426",2011,"M",59,"IND","Non-UK born",FALSE,2848
"1427",2011,"M",59,"IND","Non-UK born",TRUE,167
"1428",2011,"M",59,"IND","UK born",NA,3523
"1429",2011,"M",59,"MIX","Non-UK born",FALSE,280
"1430",2011,"M",59,"MIX","Non-UK born",TRUE,23
"1431",2011,"M",59,"MIX","UK born",NA,1197
"1432",2011,"M",59,"OTH","Non-UK born",FALSE,1267
"1433",2011,"M",59,"OTH","Non-UK born",TRUE,62
"1434",2011,"M",59,"OTH","UK born",NA,584
"1435",2011,"M",59,"PAK","Non-UK born",FALSE,1258
"1436",2011,"M",59,"PAK","Non-UK born",TRUE,94
"1437",2011,"M",59,"PAK","UK born",NA,2121
"1438",2011,"M",59,"WBI+WHO","Non-UK born",FALSE,16623
"1439",2011,"M",59,"WBI+WHO","Non-UK born",TRUE,286
"1440",2011,"M",59,"WBI+WHO","UK born",NA,247494
"1441",2011,"M",60,"BAN","Non-UK born",FALSE,116
"1442",2011,"M",60,"BAN","Non-UK born",TRUE,9
"1443",2011,"M",60,"BAN","UK born",NA,218
"1444",2011,"M",60,"BLA+BLC+OBL","Non-UK born",FALSE,1715
"1445",2011,"M",60,"BLA+BLC+OBL","Non-UK born",TRUE,48
"1446",2011,"M",60,"BLA+BLC+OBL","UK born",NA,1890
"1447",2011,"M",60,"CHI+OAS","Non-UK born",FALSE,2177
"1448",2011,"M",60,"CHI+OAS","Non-UK born",TRUE,106
"1449",2011,"M",60,"CHI+OAS","UK born",NA,1226
"1450",2011,"M",60,"IND","Non-UK born",FALSE,2341
"1451",2011,"M",60,"IND","Non-UK born",TRUE,131
"1452",2011,"M",60,"IND","UK born",NA,3664
"1453",2011,"M",60,"MIX","Non-UK born",FALSE,222
"1454",2011,"M",60,"MIX","Non-UK born",TRUE,17
"1455",2011,"M",60,"MIX","UK born",NA,1196
"1456",2011,"M",60,"OTH","Non-UK born",FALSE,1107
"1457",2011,"M",60,"OTH","Non-UK born",TRUE,52
"1458",2011,"M",60,"OTH","UK born",NA,646
"1459",2011,"M",60,"PAK","Non-UK born",FALSE,854
"1460",2011,"M",60,"PAK","Non-UK born",TRUE,60
"1461",2011,"M",60,"PAK","UK born",NA,1818
"1462",2011,"M",60,"WBI+WHO","Non-UK born",FALSE,13522
"1463",2011,"M",60,"WBI+WHO","Non-UK born",TRUE,221
"1464",2011,"M",60,"WBI+WHO","UK born",NA,255040
"1465",2011,"M",61,"BAN","Non-UK born",FALSE,111
"1466",2011,"M",61,"BAN","Non-UK born",TRUE,8
"1467",2011,"M",61,"BAN","UK born",NA,188
"1468",2011,"M",61,"BLA+BLC+OBL","Non-UK born",FALSE,1618
"1469",2011,"M",61,"BLA+BLC+OBL","Non-UK born",TRUE,43
"1470",2011,"M",61,"BLA+BLC+OBL","UK born",NA,1604
"1471",2011,"M",61,"CHI+OAS","Non-UK born",FALSE,2092
"1472",2011,"M",61,"CHI+OAS","Non-UK born",TRUE,97
"1473",2011,"M",61,"CHI+OAS","UK born",NA,1059
"1474",2011,"M",61,"IND","Non-UK born",FALSE,2312
"1475",2011,"M",61,"IND","Non-UK born",TRUE,123
"1476",2011,"M",61,"IND","UK born",NA,3252
"1477",2011,"M",61,"MIX","Non-UK born",FALSE,232
"1478",2011,"M",61,"MIX","Non-UK born",TRUE,17
"1479",2011,"M",61,"MIX","UK born",NA,1121
"1480",2011,"M",61,"OTH","Non-UK born",FALSE,1068
"1481",2011,"M",61,"OTH","Non-UK born",TRUE,48
"1482",2011,"M",61,"OTH","UK born",NA,560
"1483",2011,"M",61,"PAK","Non-UK born",FALSE,721
"1484",2011,"M",61,"PAK","Non-UK born",TRUE,49
"1485",2011,"M",61,"PAK","UK born",NA,1380
"1486",2011,"M",61,"WBI+WHO","Non-UK born",FALSE,15311
"1487",2011,"M",61,"WBI+WHO","Non-UK born",TRUE,239
"1488",2011,"M",61,"WBI+WHO","UK born",NA,260181
"1489",2011,"M",62,"BAN","Non-UK born",FALSE,102
"1490",2011,"M",62,"BAN","Non-UK born",TRUE,7
"1491",2011,"M",62,"BAN","UK born",NA,149
"1492",2011,"M",62,"BLA+BLC+OBL","Non-UK born",FALSE,1519
"1493",2011,"M",62,"BLA+BLC+OBL","Non-UK born",TRUE,39
"1494",2011,"M",62,"BLA+BLC+OBL","UK born",NA,1308
"1495",2011,"M",62,"CHI+OAS","Non-UK born",FALSE,1962
"1496",2011,"M",62,"CHI+OAS","Non-UK born",TRUE,86
"1497",2011,"M",62,"CHI+OAS","UK born",NA,862
"1498",2011,"M",62,"IND","Non-UK born",FALSE,2319
"1499",2011,"M",62,"IND","Non-UK born",TRUE,117
"1500",2011,"M",62,"IND","UK born",NA,2829
"1501",2011,"M",62,"MIX","Non-UK born",FALSE,242
"1502",2011,"M",62,"MIX","Non-UK born",TRUE,17
"1503",2011,"M",62,"MIX","UK born",NA,1013
"1504",2011,"M",62,"OTH","Non-UK born",FALSE,969
"1505",2011,"M",62,"OTH","Non-UK born",TRUE,41
"1506",2011,"M",62,"OTH","UK born",NA,441
"1507",2011,"M",62,"PAK","Non-UK born",FALSE,602
"1508",2011,"M",62,"PAK","Non-UK born",TRUE,39
"1509",2011,"M",62,"PAK","UK born",NA,998
"1510",2011,"M",62,"WBI+WHO","Non-UK born",FALSE,18175
"1511",2011,"M",62,"WBI+WHO","Non-UK born",TRUE,269
"1512",2011,"M",62,"WBI+WHO","UK born",NA,268233
"1513",2011,"M",63,"BAN","Non-UK born",FALSE,67
"1514",2011,"M",63,"BAN","Non-UK born",TRUE,4
"1515",2011,"M",63,"BAN","UK born",NA,161
"1516",2011,"M",63,"BLA+BLC+OBL","Non-UK born",FALSE,1021
"1517",2011,"M",63,"BLA+BLC+OBL","Non-UK born",TRUE,25
"1518",2011,"M",63,"BLA+BLC+OBL","UK born",NA,1456
"1519",2011,"M",63,"CHI+OAS","Non-UK born",FALSE,1572
"1520",2011,"M",63,"CHI+OAS","Non-UK born",TRUE,66
"1521",2011,"M",63,"CHI+OAS","UK born",NA,1142
"1522",2011,"M",63,"IND","Non-UK born",FALSE,1501
"1523",2011,"M",63,"IND","Non-UK born",TRUE,72
"1524",2011,"M",63,"IND","UK born",NA,3028
"1525",2011,"M",63,"MIX","Non-UK born",FALSE,147
"1526",2011,"M",63,"MIX","Non-UK born",TRUE,10
"1527",2011,"M",63,"MIX","UK born",NA,1016
"1528",2011,"M",63,"OTH","Non-UK born",FALSE,801
"1529",2011,"M",63,"OTH","Non-UK born",TRUE,32
"1530",2011,"M",63,"OTH","UK born",NA,602
"1531",2011,"M",63,"PAK","Non-UK born",FALSE,378
"1532",2011,"M",63,"PAK","Non-UK born",TRUE,23
"1533",2011,"M",63,"PAK","UK born",NA,1037
"1534",2011,"M",63,"WBI+WHO","Non-UK born",FALSE,11997
"1535",2011,"M",63,"WBI+WHO","Non-UK born",TRUE,169
"1536",2011,"M",63,"WBI+WHO","UK born",NA,293219
"1537",2011,"M",64,"BAN","Non-UK born",FALSE,71
"1538",2011,"M",64,"BAN","Non-UK born",TRUE,4
"1539",2011,"M",64,"BAN","UK born",NA,167
"1540",2011,"M",64,"BLA+BLC+OBL","Non-UK born",FALSE,1011
"1541",2011,"M",64,"BLA+BLC+OBL","Non-UK born",TRUE,23
"1542",2011,"M",64,"BLA+BLC+OBL","UK born",NA,1426
"1543",2011,"M",64,"CHI+OAS","Non-UK born",FALSE,1511
"1544",2011,"M",64,"CHI+OAS","Non-UK born",TRUE,60
"1545",2011,"M",64,"CHI+OAS","UK born",NA,1086
"1546",2011,"M",64,"IND","Non-UK born",FALSE,1408
"1547",2011,"M",64,"IND","Non-UK born",TRUE,64
"1548",2011,"M",64,"IND","UK born",NA,2806
"1549",2011,"M",64,"MIX","Non-UK born",FALSE,162
"1550",2011,"M",64,"MIX","Non-UK born",TRUE,11
"1551",2011,"M",64,"MIX","UK born",NA,1116
"1552",2011,"M",64,"OTH","Non-UK born",FALSE,709
"1553",2011,"M",64,"OTH","Non-UK born",TRUE,27
"1554",2011,"M",64,"OTH","UK born",NA,528
"1555",2011,"M",64,"PAK","Non-UK born",FALSE,361
"1556",2011,"M",64,"PAK","Non-UK born",TRUE,21
"1557",2011,"M",64,"PAK","UK born",NA,977
"1558",2011,"M",64,"WBI+WHO","Non-UK born",FALSE,13272
"1559",2011,"M",64,"WBI+WHO","Non-UK born",TRUE,178
"1560",2011,"M",64,"WBI+WHO","UK born",NA,321286
"1561",2011,"M",65,"BAN","Non-UK born",FALSE,61
"1562",2011,"M",65,"BAN","Non-UK born",TRUE,4
"1563",2011,"M",65,"BAN","UK born",NA,207
"1564",2011,"M",65,"BLA+BLC+OBL","Non-UK born",FALSE,772
"1565",2011,"M",65,"BLA+BLC+OBL","Non-UK born",TRUE,17
"1566",2011,"M",65,"BLA+BLC+OBL","UK born",NA,1545
"1567",2011,"M",65,"CHI+OAS","Non-UK born",FALSE,1071
"1568",2011,"M",65,"CHI+OAS","Non-UK born",TRUE,41
"1569",2011,"M",65,"CHI+OAS","UK born",NA,1089
"1570",2011,"M",65,"IND","Non-UK born",FALSE,994
"1571",2011,"M",65,"IND","Non-UK born",TRUE,43
"1572",2011,"M",65,"IND","UK born",NA,2807
"1573",2011,"M",65,"MIX","Non-UK born",FALSE,120
"1574",2011,"M",65,"MIX","Non-UK born",TRUE,7
"1575",2011,"M",65,"MIX","UK born",NA,1160
"1576",2011,"M",65,"OTH","Non-UK born",FALSE,573
"1577",2011,"M",65,"OTH","Non-UK born",TRUE,21
"1578",2011,"M",65,"OTH","UK born",NA,605
"1579",2011,"M",65,"PAK","Non-UK born",FALSE,249
"1580",2011,"M",65,"PAK","Non-UK born",TRUE,14
"1581",2011,"M",65,"PAK","UK born",NA,954
"1582",2011,"M",65,"WBI+WHO","Non-UK born",FALSE,7241
"1583",2011,"M",65,"WBI+WHO","Non-UK born",TRUE,92
"1584",2011,"M",65,"WBI+WHO","UK born",NA,248470
"1585",2011,"M",66,"BAN","Non-UK born",FALSE,87
"1586",2011,"M",66,"BAN","Non-UK born",TRUE,5
"1587",2011,"M",66,"BAN","UK born",NA,208
"1588",2011,"M",66,"BLA+BLC+OBL","Non-UK born",FALSE,934
"1589",2011,"M",66,"BLA+BLC+OBL","Non-UK born",TRUE,19
"1590",2011,"M",66,"BLA+BLC+OBL","UK born",NA,1314
"1591",2011,"M",66,"CHI+OAS","Non-UK born",FALSE,1156
"1592",2011,"M",66,"CHI+OAS","Non-UK born",TRUE,42
"1593",2011,"M",66,"CHI+OAS","UK born",NA,828
"1594",2011,"M",66,"IND","Non-UK born",FALSE,1112
"1595",2011,"M",66,"IND","Non-UK born",TRUE,46
"1596",2011,"M",66,"IND","UK born",NA,2207
"1597",2011,"M",66,"MIX","Non-UK born",FALSE,150
"1598",2011,"M",66,"MIX","Non-UK born",TRUE,9
"1599",2011,"M",66,"MIX","UK born",NA,1024
"1600",2011,"M",66,"OTH","Non-UK born",FALSE,564
"1601",2011,"M",66,"OTH","Non-UK born",TRUE,20
"1602",2011,"M",66,"OTH","UK born",NA,418
"1603",2011,"M",66,"PAK","Non-UK born",FALSE,335
"1604",2011,"M",66,"PAK","Non-UK born",TRUE,18
"1605",2011,"M",66,"PAK","UK born",NA,905
"1606",2011,"M",66,"WBI+WHO","Non-UK born",FALSE,9887
"1607",2011,"M",66,"WBI+WHO","Non-UK born",TRUE,120
"1608",2011,"M",66,"WBI+WHO","UK born",NA,238902
"1609",2011,"M",67,"BAN","Non-UK born",FALSE,113
"1610",2011,"M",67,"BAN","Non-UK born",TRUE,6
"1611",2011,"M",67,"BAN","UK born",NA,260
"1612",2011,"M",67,"BLA+BLC+OBL","Non-UK born",FALSE,1110
"1613",2011,"M",67,"BLA+BLC+OBL","Non-UK born",TRUE,22
"1614",2011,"M",67,"BLA+BLC+OBL","UK born",NA,1515
"1615",2011,"M",67,"CHI+OAS","Non-UK born",FALSE,1165
"1616",2011,"M",67,"CHI+OAS","Non-UK born",TRUE,40
"1617",2011,"M",67,"CHI+OAS","UK born",NA,808
"1618",2011,"M",67,"IND","Non-UK born",FALSE,1190
"1619",2011,"M",67,"IND","Non-UK born",TRUE,47
"1620",2011,"M",67,"IND","UK born",NA,2288
"1621",2011,"M",67,"MIX","Non-UK born",FALSE,135
"1622",2011,"M",67,"MIX","Non-UK born",TRUE,7
"1623",2011,"M",67,"MIX","UK born",NA,885
"1624",2011,"M",67,"OTH","Non-UK born",FALSE,557
"1625",2011,"M",67,"OTH","Non-UK born",TRUE,18
"1626",2011,"M",67,"OTH","UK born",NA,400
"1627",2011,"M",67,"PAK","Non-UK born",FALSE,351
"1628",2011,"M",67,"PAK","Non-UK born",TRUE,18
"1629",2011,"M",67,"PAK","UK born",NA,915
"1630",2011,"M",67,"WBI+WHO","Non-UK born",FALSE,10140
"1631",2011,"M",67,"WBI+WHO","Non-UK born",TRUE,117
"1632",2011,"M",67,"WBI+WHO","UK born",NA,237664
"1633",2011,"M",68,"BAN","Non-UK born",FALSE,150
"1634",2011,"M",68,"BAN","Non-UK born",TRUE,8
"1635",2011,"M",68,"BAN","UK born",NA,338
"1636",2011,"M",68,"BLA+BLC+OBL","Non-UK born",FALSE,1281
"1637",2011,"M",68,"BLA+BLC+OBL","Non-UK born",TRUE,24
"1638",2011,"M",68,"BLA+BLC+OBL","UK born",NA,1711
"1639",2011,"M",68,"CHI+OAS","Non-UK born",FALSE,1057
"1640",2011,"M",68,"CHI+OAS","Non-UK born",TRUE,35
"1641",2011,"M",68,"CHI+OAS","UK born",NA,718
"1642",2011,"M",68,"IND","Non-UK born",FALSE,1220
"1643",2011,"M",68,"IND","Non-UK born",TRUE,46
"1644",2011,"M",68,"IND","UK born",NA,2297
"1645",2011,"M",68,"MIX","Non-UK born",FALSE,127
"1646",2011,"M",68,"MIX","Non-UK born",TRUE,7
"1647",2011,"M",68,"MIX","UK born",NA,820
"1648",2011,"M",68,"OTH","Non-UK born",FALSE,519
"1649",2011,"M",68,"OTH","Non-UK born",TRUE,16
"1650",2011,"M",68,"OTH","UK born",NA,365
"1651",2011,"M",68,"PAK","Non-UK born",FALSE,459
"1652",2011,"M",68,"PAK","Non-UK born",TRUE,22
"1653",2011,"M",68,"PAK","UK born",NA,1170
"1654",2011,"M",68,"WBI+WHO","Non-UK born",FALSE,9518
"1655",2011,"M",68,"WBI+WHO","Non-UK born",TRUE,105
"1656",2011,"M",68,"WBI+WHO","UK born",NA,218560
"1657",2011,"M",69,"BAN","Non-UK born",FALSE,156
"1658",2011,"M",69,"BAN","Non-UK born",TRUE,8
"1659",2011,"M",69,"BAN","UK born",NA,330
"1660",2011,"M",69,"BLA+BLC+OBL","Non-UK born",FALSE,1345
"1661",2011,"M",69,"BLA+BLC+OBL","Non-UK born",TRUE,24
"1662",2011,"M",69,"BLA+BLC+OBL","UK born",NA,1691
"1663",2011,"M",69,"CHI+OAS","Non-UK born",FALSE,991
"1664",2011,"M",69,"CHI+OAS","Non-UK born",TRUE,31
"1665",2011,"M",69,"CHI+OAS","UK born",NA,633
"1666",2011,"M",69,"IND","Non-UK born",FALSE,1227
"1667",2011,"M",69,"IND","Non-UK born",TRUE,44
"1668",2011,"M",69,"IND","UK born",NA,2170
"1669",2011,"M",69,"MIX","Non-UK born",FALSE,131
"1670",2011,"M",69,"MIX","Non-UK born",TRUE,7
"1671",2011,"M",69,"MIX","UK born",NA,792
"1672",2011,"M",69,"OTH","Non-UK born",FALSE,486
"1673",2011,"M",69,"OTH","Non-UK born",TRUE,14
"1674",2011,"M",69,"OTH","UK born",NA,321
"1675",2011,"M",69,"PAK","Non-UK born",FALSE,437
"1676",2011,"M",69,"PAK","Non-UK born",TRUE,20
"1677",2011,"M",69,"PAK","UK born",NA,1048
"1678",2011,"M",69,"WBI+WHO","Non-UK born",FALSE,8926
"1679",2011,"M",69,"WBI+WHO","Non-UK born",TRUE,93
"1680",2011,"M",69,"WBI+WHO","UK born",NA,192876
"1681",2011,"M",70,"BAN","Non-UK born",FALSE,209
"1682",2011,"M",70,"BAN","Non-UK born",TRUE,10
"1683",2011,"M",70,"BAN","UK born",NA,446
"1684",2011,"M",70,"BLA+BLC+OBL","Non-UK born",FALSE,1354
"1685",2011,"M",70,"BLA+BLC+OBL","Non-UK born",TRUE,23
"1686",2011,"M",70,"BLA+BLC+OBL","UK born",NA,1726
"1687",2011,"M",70,"CHI+OAS","Non-UK born",FALSE,952
"1688",2011,"M",70,"CHI+OAS","Non-UK born",TRUE,28
"1689",2011,"M",70,"CHI+OAS","UK born",NA,615
"1690",2011,"M",70,"IND","Non-UK born",FALSE,1175
"1691",2011,"M",70,"IND","Non-UK born",TRUE,40
"1692",2011,"M",70,"IND","UK born",NA,2104
"1693",2011,"M",70,"MIX","Non-UK born",FALSE,117
"1694",2011,"M",70,"MIX","Non-UK born",TRUE,6
"1695",2011,"M",70,"MIX","UK born",NA,721
"1696",2011,"M",70,"OTH","Non-UK born",FALSE,429
"1697",2011,"M",70,"OTH","Non-UK born",TRUE,12
"1698",2011,"M",70,"OTH","UK born",NA,287
"1699",2011,"M",70,"PAK","Non-UK born",FALSE,475
"1700",2011,"M",70,"PAK","Non-UK born",TRUE,20
"1701",2011,"M",70,"PAK","UK born",NA,1152
"1702",2011,"M",70,"WBI+WHO","Non-UK born",FALSE,7851
"1703",2011,"M",70,"WBI+WHO","Non-UK born",TRUE,78
"1704",2011,"M",70,"WBI+WHO","UK born",NA,172088
"1705",2011,"M",71,"BAN","Non-UK born",FALSE,251
"1706",2011,"M",71,"BAN","Non-UK born",TRUE,11
"1707",2011,"M",71,"BAN","UK born",NA,422
"1708",2011,"M",71,"BLA+BLC+OBL","Non-UK born",FALSE,1735
"1709",2011,"M",71,"BLA+BLC+OBL","Non-UK born",TRUE,28
"1710",2011,"M",71,"BLA+BLC+OBL","UK born",NA,1747
"1711",2011,"M",71,"CHI+OAS","Non-UK born",FALSE,1067
"1712",2011,"M",71,"CHI+OAS","Non-UK born",TRUE,30
"1713",2011,"M",71,"CHI+OAS","UK born",NA,545
"1714",2011,"M",71,"IND","Non-UK born",FALSE,1404
"1715",2011,"M",71,"IND","Non-UK born",TRUE,45
"1716",2011,"M",71,"IND","UK born",NA,1985
"1717",2011,"M",71,"MIX","Non-UK born",FALSE,144
"1718",2011,"M",71,"MIX","Non-UK born",TRUE,7
"1719",2011,"M",71,"MIX","UK born",NA,697
"1720",2011,"M",71,"OTH","Non-UK born",FALSE,484
"1721",2011,"M",71,"OTH","Non-UK born",TRUE,13
"1722",2011,"M",71,"OTH","UK born",NA,256
"1723",2011,"M",71,"PAK","Non-UK born",FALSE,625
"1724",2011,"M",71,"PAK","Non-UK born",TRUE,26
"1725",2011,"M",71,"PAK","UK born",NA,1196
"1726",2011,"M",71,"WBI+WHO","Non-UK born",FALSE,10216
"1727",2011,"M",71,"WBI+WHO","Non-UK born",TRUE,97
"1728",2011,"M",71,"WBI+WHO","UK born",NA,176890
"1729",2011,"M",72,"BAN","Non-UK born",FALSE,197
"1730",2011,"M",72,"BAN","Non-UK born",TRUE,8
"1731",2011,"M",72,"BAN","UK born",NA,421
"1732",2011,"M",72,"BLA+BLC+OBL","Non-UK born",FALSE,1473
"1733",2011,"M",72,"BLA+BLC+OBL","Non-UK born",TRUE,23
"1734",2011,"M",72,"BLA+BLC+OBL","UK born",NA,1890
"1735",2011,"M",72,"CHI+OAS","Non-UK born",FALSE,904
"1736",2011,"M",72,"CHI+OAS","Non-UK born",TRUE,24
"1737",2011,"M",72,"CHI+OAS","UK born",NA,587
"1738",2011,"M",72,"IND","Non-UK born",FALSE,1194
"1739",2011,"M",72,"IND","Non-UK born",TRUE,37
"1740",2011,"M",72,"IND","UK born",NA,2149
"1741",2011,"M",72,"MIX","Non-UK born",FALSE,111
"1742",2011,"M",72,"MIX","Non-UK born",TRUE,5
"1743",2011,"M",72,"MIX","UK born",NA,684
"1744",2011,"M",72,"OTH","Non-UK born",FALSE,408
"1745",2011,"M",72,"OTH","Non-UK born",TRUE,10
"1746",2011,"M",72,"OTH","UK born",NA,275
"1747",2011,"M",72,"PAK","Non-UK born",FALSE,469
"1748",2011,"M",72,"PAK","Non-UK born",TRUE,18
"1749",2011,"M",72,"PAK","UK born",NA,1141
"1750",2011,"M",72,"WBI+WHO","Non-UK born",FALSE,8041
"1751",2011,"M",72,"WBI+WHO","Non-UK born",TRUE,72
"1752",2011,"M",72,"WBI+WHO","UK born",NA,177450
"1753",2011,"M",73,"BAN","Non-UK born",FALSE,249
"1754",2011,"M",73,"BAN","Non-UK born",TRUE,10
"1755",2011,"M",73,"BAN","UK born",NA,432
"1756",2011,"M",73,"BLA+BLC+OBL","Non-UK born",FALSE,1605
"1757",2011,"M",73,"BLA+BLC+OBL","Non-UK born",TRUE,24
"1758",2011,"M",73,"BLA+BLC+OBL","UK born",NA,1668
"1759",2011,"M",73,"CHI+OAS","Non-UK born",FALSE,936
"1760",2011,"M",73,"CHI+OAS","Non-UK born",TRUE,24
"1761",2011,"M",73,"CHI+OAS","UK born",NA,492
"1762",2011,"M",73,"IND","Non-UK born",FALSE,1238
"1763",2011,"M",73,"IND","Non-UK born",TRUE,36
"1764",2011,"M",73,"IND","UK born",NA,1803
"1765",2011,"M",73,"MIX","Non-UK born",FALSE,133
"1766",2011,"M",73,"MIX","Non-UK born",TRUE,6
"1767",2011,"M",73,"MIX","UK born",NA,663
"1768",2011,"M",73,"OTH","Non-UK born",FALSE,404
"1769",2011,"M",73,"OTH","Non-UK born",TRUE,10
"1770",2011,"M",73,"OTH","UK born",NA,220
"1771",2011,"M",73,"PAK","Non-UK born",FALSE,548
"1772",2011,"M",73,"PAK","Non-UK born",TRUE,20
"1773",2011,"M",73,"PAK","UK born",NA,1080
"1774",2011,"M",73,"WBI+WHO","Non-UK born",FALSE,9561
"1775",2011,"M",73,"WBI+WHO","Non-UK born",TRUE,82
"1776",2011,"M",73,"WBI+WHO","UK born",NA,171011
"1777",2011,"M",74,"BAN","Non-UK born",FALSE,239
"1778",2011,"M",74,"BAN","Non-UK born",TRUE,9
"1779",2011,"M",74,"BAN","UK born",NA,449
"1780",2011,"M",74,"BLA+BLC+OBL","Non-UK born",FALSE,1436
"1781",2011,"M",74,"BLA+BLC+OBL","Non-UK born",TRUE,20
"1782",2011,"M",74,"BLA+BLC+OBL","UK born",NA,1614
"1783",2011,"M",74,"CHI+OAS","Non-UK born",FALSE,791
"1784",2011,"M",74,"CHI+OAS","Non-UK born",TRUE,19
"1785",2011,"M",74,"CHI+OAS","UK born",NA,450
"1786",2011,"M",74,"IND","Non-UK born",FALSE,1146
"1787",2011,"M",74,"IND","Non-UK born",TRUE,32
"1788",2011,"M",74,"IND","UK born",NA,1807
"1789",2011,"M",74,"MIX","Non-UK born",FALSE,120
"1790",2011,"M",74,"MIX","Non-UK born",TRUE,5
"1791",2011,"M",74,"MIX","UK born",NA,649
"1792",2011,"M",74,"OTH","Non-UK born",FALSE,357
"1793",2011,"M",74,"OTH","Non-UK born",TRUE,8
"1794",2011,"M",74,"OTH","UK born",NA,210
"1795",2011,"M",74,"PAK","Non-UK born",FALSE,523
"1796",2011,"M",74,"PAK","Non-UK born",TRUE,18
"1797",2011,"M",74,"PAK","UK born",NA,1112
"1798",2011,"M",74,"WBI+WHO","Non-UK born",FALSE,8392
"1799",2011,"M",74,"WBI+WHO","Non-UK born",TRUE,68
"1800",2011,"M",74,"WBI+WHO","UK born",NA,162420
"1801",2011,"M",75,"BAN","Non-UK born",FALSE,198
"1802",2011,"M",75,"BAN","Non-UK born",TRUE,7
"1803",2011,"M",75,"BAN","UK born",NA,367
"1804",2011,"M",75,"BLA+BLC+OBL","Non-UK born",FALSE,1442
"1805",2011,"M",75,"BLA+BLC+OBL","Non-UK born",TRUE,19
"1806",2011,"M",75,"BLA+BLC+OBL","UK born",NA,1604
"1807",2011,"M",75,"CHI+OAS","Non-UK born",FALSE,788
"1808",2011,"M",75,"CHI+OAS","Non-UK born",TRUE,18
"1809",2011,"M",75,"CHI+OAS","UK born",NA,443
"1810",2011,"M",75,"IND","Non-UK born",FALSE,1112
"1811",2011,"M",75,"IND","Non-UK born",TRUE,29
"1812",2011,"M",75,"IND","UK born",NA,1732
"1813",2011,"M",75,"MIX","Non-UK born",FALSE,115
"1814",2011,"M",75,"MIX","Non-UK born",TRUE,4
"1815",2011,"M",75,"MIX","UK born",NA,611
"1816",2011,"M",75,"OTH","Non-UK born",FALSE,339
"1817",2011,"M",75,"OTH","Non-UK born",TRUE,7
"1818",2011,"M",75,"OTH","UK born",NA,198
"1819",2011,"M",75,"PAK","Non-UK born",FALSE,500
"1820",2011,"M",75,"PAK","Non-UK born",TRUE,17
"1821",2011,"M",75,"PAK","UK born",NA,1054
"1822",2011,"M",75,"WBI+WHO","Non-UK born",FALSE,7995
"1823",2011,"M",75,"WBI+WHO","Non-UK born",TRUE,62
"1824",2011,"M",75,"WBI+WHO","UK born",NA,153250
"1825",2011,"M",76,"BAN","Non-UK born",FALSE,212
"1826",2011,"M",76,"BAN","Non-UK born",TRUE,7
"1827",2011,"M",76,"BAN","UK born",NA,238
